股票代码,股票名称,当日涨幅,场景描述,时间段,涨概率,跌概率,平概率,最大涨幅,最小涨幅,收盘涨幅,成交量占比,样本数
300515.SZ,三德科技,涨停,今天涨停()涨停，明天概率情况,竞价,62.5,37.5,0.0,-1.52,-1.52,-1.52,4.88,8
300515.SZ,三德科技,涨停,今天涨停()涨停，明天概率情况,1分钟,50.0,37.5,12.5,0.0,0.0,0.0,0.0,8
300515.SZ,三德科技,涨停,今天涨停()涨停，明天概率情况,5分钟,50.0,50.0,0.0,2.46,-0.97,2.36,0.0,8
300515.SZ,三德科技,涨停,今天涨停()涨停，明天概率情况,15分钟,50.0,50.0,0.0,2.5,-0.97,2.5,0.0,8
300515.SZ,三德科技,涨停,今天涨停()涨停，明天概率情况,30分钟,50.0,50.0,0.0,2.5,-0.97,2.5,0.0,8
300515.SZ,三德科技,涨停,今天涨停()涨停，明天概率情况,1小时,37.5,62.5,0.0,2.5,-0.97,2.5,0.0,8
300515.SZ,三德科技,7-9,今天7-9%，明天概率情况,竞价,33.33,66.67,0.0,-1.17,-2.88,-2.07,5.8,3
300515.SZ,三德科技,7-9,今天7-9%，明天概率情况,1分钟,66.67,33.33,0.0,0.0,0.0,0.0,0.0,3
300515.SZ,三德科技,7-9,今天7-9%，明天概率情况,5分钟,33.33,66.67,0.0,5.27,-1.05,4.71,0.0,3
300515.SZ,三德科技,7-9,今天7-9%，明天概率情况,15分钟,33.33,66.67,0.0,6.67,-1.2,6.67,0.0,3
300515.SZ,三德科技,7-9,今天7-9%，明天概率情况,30分钟,33.33,66.67,0.0,6.67,-1.53,6.67,0.0,3
300515.SZ,三德科技,7-9,今天7-9%，明天概率情况,1小时,33.33,66.67,0.0,6.67,-1.53,6.67,0.0,3
300515.SZ,三德科技,1-3,今天1-3%，明天概率情况,竞价,50.94,38.68,10.38,0.14,0.14,0.14,0.17,106
300515.SZ,三德科技,1-3,今天1-3%，明天概率情况,1分钟,50.0,36.79,13.21,0.0,0.0,0.0,0.0,106
300515.SZ,三德科技,1-3,今天1-3%，明天概率情况,5分钟,47.17,50.0,2.83,0.05,-0.04,0.02,0.0,106
300515.SZ,三德科技,1-3,今天1-3%，明天概率情况,15分钟,43.4,55.66,0.94,0.05,-0.04,0.05,0.0,106
300515.SZ,三德科技,1-3,今天1-3%，明天概率情况,30分钟,47.17,49.06,3.77,0.05,-0.05,0.03,0.0,106
300515.SZ,三德科技,1-3,今天1-3%，明天概率情况,1小时,48.11,50.0,1.89,0.1,-0.06,0.06,0.0,106
