股票代码,股票名称,当日涨幅,场景描述,时间段,涨概率,跌概率,平概率,最大涨幅,最小涨幅,收盘涨幅,成交量占比,样本数
603758.SH,秦安股份,5-7,今天5-7%，明天概率情况,竞价,0.0,100.0,0.0,-5.29,-5.29,-5.29,0.2,4
603758.SH,秦安股份,5-7,今天5-7%，明天概率情况,1分钟,0.0,100.0,0.0,0.0,0.0,0.0,0.0,4
603758.SH,秦安股份,5-7,今天5-7%，明天概率情况,5分钟,0.0,100.0,0.0,0.0,-2.45,0.0,0.0,4
603758.SH,秦安股份,5-7,今天5-7%，明天概率情况,15分钟,0.0,100.0,0.0,0.0,-2.45,0.0,0.0,4
603758.SH,秦安股份,5-7,今天5-7%，明天概率情况,30分钟,0.0,100.0,0.0,0.0,-2.45,0.0,0.0,4
603758.SH,秦安股份,5-7,今天5-7%，明天概率情况,1小时,0.0,100.0,0.0,0.0,-2.45,0.0,0.0,4
603758.SH,秦安股份,1-3,今天1-3%，明天概率情况,竞价,44.44,55.56,0.0,2.14,2.14,2.14,0.08,9
603758.SH,秦安股份,1-3,今天1-3%，明天概率情况,1分钟,44.44,55.56,0.0,0.0,0.0,0.0,0.0,9
603758.SH,秦安股份,1-3,今天1-3%，明天概率情况,5分钟,44.44,55.56,0.0,0.4,-1.11,0.21,0.0,9
603758.SH,秦安股份,1-3,今天1-3%，明天概率情况,15分钟,22.22,77.78,0.0,0.4,-1.11,0.08,0.0,9
603758.SH,秦安股份,1-3,今天1-3%，明天概率情况,30分钟,33.33,66.67,0.0,0.4,-1.11,0.13,0.0,9
603758.SH,秦安股份,1-3,今天1-3%，明天概率情况,1小时,22.22,77.78,0.0,0.4,-1.11,0.03,0.0,9
603758.SH,秦安股份,3-5,今天3-5%，明天概率情况,竞价,25.0,75.0,0.0,-6.25,-6.25,-6.25,6.45,4
603758.SH,秦安股份,3-5,今天3-5%，明天概率情况,1分钟,25.0,75.0,0.0,0.0,0.0,0.0,0.0,4
603758.SH,秦安股份,3-5,今天3-5%，明天概率情况,5分钟,0.0,75.0,25.0,1.78,-2.01,0.0,0.0,4
603758.SH,秦安股份,3-5,今天3-5%，明天概率情况,15分钟,0.0,100.0,0.0,1.78,-2.03,0.0,0.0,4
603758.SH,秦安股份,3-5,今天3-5%，明天概率情况,30分钟,0.0,100.0,0.0,1.78,-2.03,0.0,0.0,4
603758.SH,秦安股份,3-5,今天3-5%，明天概率情况,1小时,0.0,100.0,0.0,1.78,-2.03,0.0,0.0,4
603758.SH,秦安股份,micro_up,今天微涨(0 ~ 1%)，明天概率情况,竞价,50.0,37.5,12.5,0.33,0.33,0.33,0.17,8
603758.SH,秦安股份,micro_up,今天微涨(0 ~ 1%)，明天概率情况,1分钟,50.0,37.5,12.5,0.0,0.0,0.0,0.0,8
603758.SH,秦安股份,micro_up,今天微涨(0 ~ 1%)，明天概率情况,5分钟,12.5,87.5,0.0,1.22,-1.0,0.8,0.0,8
603758.SH,秦安股份,micro_up,今天微涨(0 ~ 1%)，明天概率情况,15分钟,25.0,75.0,0.0,1.22,-1.0,0.66,0.0,8
603758.SH,秦安股份,micro_up,今天微涨(0 ~ 1%)，明天概率情况,30分钟,25.0,75.0,0.0,1.22,-1.0,0.64,0.0,8
603758.SH,秦安股份,micro_up,今天微涨(0 ~ 1%)，明天概率情况,1小时,25.0,75.0,0.0,1.22,-1.0,0.61,0.0,8
603758.SH,秦安股份,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,竞价,100.0,0.0,0.0,2.38,2.38,2.38,4.53,2
603758.SH,秦安股份,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,1分钟,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2
603758.SH,秦安股份,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,5分钟,100.0,0.0,0.0,6.55,0.0,5.6,0.0,2
603758.SH,秦安股份,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,15分钟,100.0,0.0,0.0,6.55,0.0,6.16,0.0,2
