股票代码,股票名称,当日涨幅,场景描述,时间段,涨概率,跌概率,平概率,最大涨幅,最小涨幅,收盘涨幅,成交量占比,样本数
600135.SH,乐凯胶片,small_down,今天小跌(-1% ~ 0)，明天概率情况,竞价,35.0,44.0,21.0,0.13,0.13,0.13,0.13,100
600135.SH,乐凯胶片,small_down,今天小跌(-1% ~ 0)，明天概率情况,1分钟,34.0,44.0,22.0,0.0,0.0,0.0,0.0,100
600135.SH,乐凯胶片,small_down,今天小跌(-1% ~ 0)，明天概率情况,5分钟,34.0,57.0,9.0,0.03,-0.03,0.02,0.0,100
600135.SH,乐凯胶片,small_down,今天小跌(-1% ~ 0)，明天概率情况,15分钟,44.0,51.0,5.0,0.06,-0.04,0.05,0.0,100
600135.SH,乐凯胶片,small_down,今天小跌(-1% ~ 0)，明天概率情况,30分钟,42.0,49.0,9.0,0.08,-0.04,0.05,0.0,100
600135.SH,乐凯胶片,small_down,今天小跌(-1% ~ 0)，明天概率情况,1小时,42.0,52.0,6.0,0.08,-0.07,0.06,0.0,100
600135.SH,乐凯胶片,1-3,今天1-3%，明天概率情况,竞价,37.23,42.55,20.21,-0.38,-0.38,-0.38,0.34,94
600135.SH,乐凯胶片,1-3,今天1-3%，明天概率情况,1分钟,35.11,42.55,22.34,0.0,0.0,0.0,0.0,94
600135.SH,乐凯胶片,1-3,今天1-3%，明天概率情况,5分钟,47.87,43.62,8.51,0.09,-0.05,0.08,0.0,94
600135.SH,乐凯胶片,1-3,今天1-3%，明天概率情况,15分钟,46.81,41.49,11.7,0.11,-0.05,0.11,0.0,94
600135.SH,乐凯胶片,1-3,今天1-3%，明天概率情况,30分钟,48.94,43.62,7.45,0.11,-0.05,0.11,0.0,94
600135.SH,乐凯胶片,1-3,今天1-3%，明天概率情况,1小时,51.06,46.81,2.13,0.11,-0.06,0.11,0.0,94
600135.SH,乐凯胶片,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,竞价,46.07,35.96,17.98,0.0,0.0,0.0,0.33,89
600135.SH,乐凯胶片,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1分钟,44.94,35.96,19.1,0.0,0.0,0.0,0.0,89
600135.SH,乐凯胶片,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,5分钟,43.82,43.82,12.36,0.11,-0.05,0.11,0.0,89
600135.SH,乐凯胶片,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,15分钟,49.44,42.7,7.87,0.11,-0.09,0.11,0.0,89
600135.SH,乐凯胶片,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,30分钟,57.3,35.96,6.74,0.11,-0.09,0.11,0.0,89
600135.SH,乐凯胶片,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1小时,62.92,31.46,5.62,0.11,-0.09,0.11,0.0,89
600135.SH,乐凯胶片,micro_up,今天微涨(0 ~ 1%)，明天概率情况,竞价,34.69,41.84,23.47,0.24,0.24,0.24,0.14,98
600135.SH,乐凯胶片,micro_up,今天微涨(0 ~ 1%)，明天概率情况,1分钟,34.69,42.86,22.45,0.0,0.0,0.0,0.0,98
600135.SH,乐凯胶片,micro_up,今天微涨(0 ~ 1%)，明天概率情况,5分钟,39.8,52.04,8.16,0.1,-0.03,0.1,0.0,98
600135.SH,乐凯胶片,micro_up,今天微涨(0 ~ 1%)，明天概率情况,15分钟,34.69,60.2,5.1,0.1,-0.04,0.07,0.0,98
