股票代码,股票名称,当日涨幅,场景描述,时间段,涨概率,跌概率,平概率,最大涨幅,最小涨幅,收盘涨幅,成交量占比,样本数
300653.SZ,正海生物,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,竞价,40.0,50.0,10.0,-0.25,-0.25,-0.25,0.94,130
300653.SZ,正海生物,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1分钟,41.54,47.69,10.77,0.0,0.0,0.0,0.0,130
300653.SZ,正海生物,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,5分钟,45.38,51.54,3.08,0.05,-0.07,0.04,0.0,130
300653.SZ,正海生物,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,15分钟,40.77,58.46,0.77,0.05,-0.09,0.03,0.0,130
300653.SZ,正海生物,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,30分钟,44.62,53.08,2.31,0.05,-0.13,0.03,0.0,130
300653.SZ,正海生物,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1小时,39.23,58.46,2.31,0.05,-0.13,0.04,0.0,130
300653.SZ,正海生物,1-3,今天1-3%，明天概率情况,竞价,35.87,47.83,16.3,0.0,0.0,0.0,0.0,92
300653.SZ,正海生物,1-3,今天1-3%，明天概率情况,1分钟,40.22,47.83,11.96,0.0,0.0,0.0,0.0,92
300653.SZ,正海生物,1-3,今天1-3%，明天概率情况,5分钟,45.65,54.35,0.0,0.05,-0.08,0.04,0.0,92
300653.SZ,正海生物,1-3,今天1-3%，明天概率情况,15分钟,46.74,53.26,0.0,0.05,-0.08,0.04,0.0,92
300653.SZ,正海生物,1-3,今天1-3%，明天概率情况,30分钟,39.13,59.78,1.09,0.07,-0.08,0.06,0.0,92
300653.SZ,正海生物,1-3,今天1-3%，明天概率情况,1小时,44.57,52.17,3.26,0.1,-0.08,0.09,0.0,92
300653.SZ,正海生物,3-5,今天3-5%，明天概率情况,竞价,38.1,47.62,14.29,0.0,0.0,0.0,0.52,21
300653.SZ,正海生物,3-5,今天3-5%，明天概率情况,1分钟,33.33,52.38,14.29,0.0,0.0,0.0,0.0,21
300653.SZ,正海生物,3-5,今天3-5%，明天概率情况,5分钟,52.38,47.62,0.0,0.11,-0.09,0.09,0.0,21
300653.SZ,正海生物,3-5,今天3-5%，明天概率情况,15分钟,42.86,57.14,0.0,0.16,-0.11,0.14,0.0,21
