股票代码,股票名称,当日涨幅,场景描述,时间段,涨概率,跌概率,平概率,最大涨幅,最小涨幅,收盘涨幅,成交量占比,样本数
601388.SH,怡球资源,micro_up,今天微涨(0 ~ 1%)，明天概率情况,竞价,24.68,38.96,36.36,0.0,0.0,0.0,0.05,77
601388.SH,怡球资源,micro_up,今天微涨(0 ~ 1%)，明天概率情况,1分钟,25.97,38.96,35.06,0.0,0.0,0.0,0.0,77
601388.SH,怡球资源,micro_up,今天微涨(0 ~ 1%)，明天概率情况,5分钟,32.47,46.75,20.78,0.04,-0.03,0.03,0.0,77
601388.SH,怡球资源,micro_up,今天微涨(0 ~ 1%)，明天概率情况,15分钟,37.66,49.35,12.99,0.06,-0.05,0.06,0.0,77
601388.SH,怡球资源,micro_up,今天微涨(0 ~ 1%)，明天概率情况,30分钟,41.56,44.16,14.29,0.1,-0.05,0.03,0.0,77
601388.SH,怡球资源,micro_up,今天微涨(0 ~ 1%)，明天概率情况,1小时,40.26,45.45,14.29,0.1,-0.06,0.05,0.0,77
601388.SH,怡球资源,1-3,今天1-3%，明天概率情况,竞价,30.95,39.29,29.76,0.0,0.0,0.0,0.17,84
601388.SH,怡球资源,1-3,今天1-3%，明天概率情况,1分钟,30.95,39.29,29.76,0.0,0.0,0.0,0.0,84
601388.SH,怡球资源,1-3,今天1-3%，明天概率情况,5分钟,38.1,50.0,11.9,0.12,-0.05,0.07,0.0,84
601388.SH,怡球资源,1-3,今天1-3%，明天概率情况,15分钟,36.9,50.0,13.1,0.12,-0.05,0.08,0.0,84
601388.SH,怡球资源,1-3,今天1-3%，明天概率情况,30分钟,41.67,48.81,9.52,0.12,-0.09,0.12,0.0,84
601388.SH,怡球资源,1-3,今天1-3%，明天概率情况,1小时,41.67,47.62,10.71,0.12,-0.09,0.12,0.0,84
601388.SH,怡球资源,flat,今天平开(涨幅=0%)  ，明天概率情况,竞价,30.23,27.91,41.86,0.29,0.0,0.29,0.31,43
601388.SH,怡球资源,flat,今天平开(涨幅=0%)  ，明天概率情况,1分钟,32.56,25.58,41.86,0.0,0.0,0.0,0.0,43
601388.SH,怡球资源,flat,今天平开(涨幅=0%)  ，明天概率情况,5分钟,23.26,53.49,23.26,0.22,-0.04,0.18,0.0,43
601388.SH,怡球资源,flat,今天平开(涨幅=0%)  ，明天概率情况,15分钟,27.91,51.16,20.93,0.23,-0.06,0.23,0.0,43
601388.SH,怡球资源,flat,今天平开(涨幅=0%)  ，明天概率情况,30分钟,23.26,62.79,13.95,0.23,-0.06,0.23,0.0,43
601388.SH,怡球资源,flat,今天平开(涨幅=0%)  ，明天概率情况,1小时,30.23,53.49,16.28,0.23,-0.08,0.23,0.0,43
601388.SH,怡球资源,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,竞价,15.6,44.95,39.45,0.0,0.0,0.0,0.42,109
601388.SH,怡球资源,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1分钟,15.6,43.12,41.28,0.0,0.0,0.0,0.0,109
601388.SH,怡球资源,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,5分钟,32.11,44.04,23.85,0.04,-0.03,0.03,0.0,109
601388.SH,怡球资源,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,15分钟,44.04,38.53,17.43,0.07,-0.03,0.05,0.0,109
601388.SH,怡球资源,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,30分钟,41.28,40.37,18.35,0.07,-0.03,0.05,0.0,109
601388.SH,怡球资源,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1小时,44.95,43.12,11.93,0.07,-0.04,0.06,0.0,109
601388.SH,怡球资源,3-5,今天3-5%，明天概率情况,竞价,40.74,40.74,18.52,0.0,0.0,0.0,0.55,27
