股票代码,股票名称,当日涨幅,场景描述,时间段,涨概率,跌概率,平概率,最大涨幅,最小涨幅,收盘涨幅,成交量占比,样本数
002121.SZ,科陆电子,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,竞价,31.06,40.91,28.03,-0.41,-0.93,-0.62,1.36,132
002121.SZ,科陆电子,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1分钟,36.84,49.62,13.53,0.0,0.0,0.0,0.0,133
002121.SZ,科陆电子,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,5分钟,47.37,47.37,5.26,0.03,-0.02,0.02,0.0,133
002121.SZ,科陆电子,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,15分钟,46.62,46.62,6.77,0.03,-0.03,0.02,0.0,133
002121.SZ,科陆电子,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,30分钟,42.86,51.88,5.26,0.03,-0.03,0.02,0.0,133
002121.SZ,科陆电子,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1小时,44.36,50.38,5.26,0.04,-0.05,0.04,0.0,133
002121.SZ,科陆电子,flat,今天平开(涨幅=0%)  ，明天概率情况,竞价,45.0,20.0,35.0,0.0,-0.55,-0.14,0.74,20
002121.SZ,科陆电子,flat,今天平开(涨幅=0%)  ，明天概率情况,1分钟,45.0,30.0,25.0,0.0,0.0,0.0,0.0,20
002121.SZ,科陆电子,flat,今天平开(涨幅=0%)  ，明天概率情况,5分钟,25.0,60.0,15.0,0.13,-0.11,0.12,0.0,20
002121.SZ,科陆电子,flat,今天平开(涨幅=0%)  ，明天概率情况,15分钟,30.0,65.0,5.0,0.21,-0.14,0.16,0.0,20
002121.SZ,科陆电子,flat,今天平开(涨幅=0%)  ，明天概率情况,30分钟,35.0,60.0,5.0,0.21,-0.14,0.1,0.0,20
002121.SZ,科陆电子,flat,今天平开(涨幅=0%)  ，明天概率情况,1小时,40.0,55.0,5.0,0.21,-0.14,0.1,0.0,20
002121.SZ,科陆电子,micro_up,今天微涨(0 ~ 1%)，明天概率情况,竞价,42.25,39.44,18.31,-0.87,-1.09,-0.98,1.09,71
002121.SZ,科陆电子,micro_up,今天微涨(0 ~ 1%)，明天概率情况,1分钟,38.03,46.48,15.49,0.0,0.0,0.0,0.0,71
002121.SZ,科陆电子,micro_up,今天微涨(0 ~ 1%)，明天概率情况,5分钟,45.07,54.93,0.0,0.09,-0.04,0.07,0.0,71
002121.SZ,科陆电子,micro_up,今天微涨(0 ~ 1%)，明天概率情况,15分钟,40.85,50.7,8.45,0.12,-0.05,0.12,0.0,71
002121.SZ,科陆电子,micro_up,今天微涨(0 ~ 1%)，明天概率情况,30分钟,43.66,53.52,2.82,0.13,-0.07,0.13,0.0,71
002121.SZ,科陆电子,micro_up,今天微涨(0 ~ 1%)，明天概率情况,1小时,46.48,53.52,0.0,0.13,-0.08,0.12,0.0,71
002121.SZ,科陆电子,1-3,今天1-3%，明天概率情况,竞价,35.16,47.25,17.58,1.34,0.67,1.23,3.54,91
002121.SZ,科陆电子,1-3,今天1-3%，明天概率情况,1分钟,35.16,47.25,17.58,0.0,0.0,0.0,0.0,91
002121.SZ,科陆电子,1-3,今天1-3%，明天概率情况,5分钟,37.36,54.95,7.69,0.11,-0.05,0.11,0.0,91
002121.SZ,科陆电子,1-3,今天1-3%，明天概率情况,15分钟,39.56,54.95,5.49,0.11,-0.05,0.11,0.0,91
002121.SZ,科陆电子,1-3,今天1-3%，明天概率情况,30分钟,35.16,58.24,6.59,0.11,-0.05,0.11,0.0,91
002121.SZ,科陆电子,1-3,今天1-3%，明天概率情况,1小时,35.16,59.34,5.49,0.11,-0.05,0.11,0.0,91
002121.SZ,科陆电子,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,竞价,35.48,45.16,19.35,1.59,0.68,1.02,2.86,31
002121.SZ,科陆电子,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,1分钟,41.94,51.61,6.45,0.0,0.0,0.0,0.0,31
002121.SZ,科陆电子,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,5分钟,32.26,61.29,6.45,0.2,-0.27,0.13,0.0,31
002121.SZ,科陆电子,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,15分钟,35.48,61.29,3.23,0.2,-0.27,0.14,0.0,31
002121.SZ,科陆电子,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,30分钟,35.48,54.84,9.68,0.2,-0.27,0.14,0.0,31
002121.SZ,科陆电子,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,1小时,45.16,54.84,0.0,0.2,-0.31,0.14,0.0,31
002121.SZ,科陆电子,small_down,今天小跌(-1% ~ 0)，明天概率情况,竞价,44.74,36.84,18.42,0.41,0.2,0.31,1.09,76
002121.SZ,科陆电子,small_down,今天小跌(-1% ~ 0)，明天概率情况,1分钟,46.05,40.79,13.16,0.0,0.0,0.0,0.0,76
002121.SZ,科陆电子,small_down,今天小跌(-1% ~ 0)，明天概率情况,5分钟,46.05,42.11,11.84,0.06,-0.03,0.04,0.0,76
002121.SZ,科陆电子,small_down,今天小跌(-1% ~ 0)，明天概率情况,15分钟,42.11,52.63,5.26,0.06,-0.03,0.04,0.0,76
002121.SZ,科陆电子,small_down,今天小跌(-1% ~ 0)，明天概率情况,30分钟,42.11,48.68,9.21,0.06,-0.04,0.04,0.0,76
002121.SZ,科陆电子,small_down,今天小跌(-1% ~ 0)，明天概率情况,1小时,53.95,43.42,2.63,0.09,-0.05,0.05,0.0,76
