股票代码,股票名称,当日涨幅,场景描述,时间段,涨概率,跌概率,平概率,最大涨幅,最小涨幅,收盘涨幅,成交量占比,样本数
603766.SH,隆鑫通用,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,竞价,40.0,32.0,28.0,-0.36,-0.36,-0.36,1.68,25
603766.SH,隆鑫通用,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,1分钟,40.0,44.0,16.0,0.0,0.0,0.0,0.0,25
603766.SH,隆鑫通用,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,5分钟,56.0,44.0,0.0,0.14,-0.17,0.12,0.0,25
603766.SH,隆鑫通用,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,15分钟,68.0,32.0,0.0,0.21,-0.25,0.15,0.0,25
603766.SH,隆鑫通用,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,30分钟,60.0,36.0,4.0,0.21,-0.3,0.13,0.0,25
603766.SH,隆鑫通用,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,1小时,68.0,32.0,0.0,0.21,-0.4,0.14,0.0,25
603766.SH,隆鑫通用,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,竞价,44.44,39.39,16.16,0.81,0.81,0.81,0.21,99
603766.SH,隆鑫通用,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1分钟,45.45,38.38,16.16,0.0,0.0,0.0,0.0,99
603766.SH,隆鑫通用,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,5分钟,46.46,41.41,12.12,0.04,-0.03,0.03,0.0,99
603766.SH,隆鑫通用,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,15分钟,47.47,47.47,5.05,0.05,-0.04,0.04,0.0,99
603766.SH,隆鑫通用,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,30分钟,49.49,45.45,5.05,0.05,-0.04,0.05,0.0,99
603766.SH,隆鑫通用,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1小时,47.47,46.46,6.06,0.06,-0.05,0.05,0.0,99
603766.SH,隆鑫通用,1-3,今天1-3%，明天概率情况,竞价,36.26,37.36,26.37,-0.4,-0.6,-0.6,0.1,91
603766.SH,隆鑫通用,1-3,今天1-3%，明天概率情况,1分钟,36.26,38.46,25.27,0.0,0.0,0.0,0.0,91
603766.SH,隆鑫通用,1-3,今天1-3%，明天概率情况,5分钟,48.35,46.15,5.49,0.06,-0.03,0.05,0.0,91
603766.SH,隆鑫通用,1-3,今天1-3%，明天概率情况,15分钟,54.95,41.76,3.3,0.07,-0.06,0.06,0.0,91
603766.SH,隆鑫通用,1-3,今天1-3%，明天概率情况,30分钟,53.85,40.66,5.49,0.07,-0.07,0.06,0.0,91
603766.SH,隆鑫通用,1-3,今天1-3%，明天概率情况,1小时,50.55,45.05,4.4,0.08,-0.07,0.06,0.0,91
