股票代码,股票名称,当日涨幅,场景描述,时间段,涨概率,跌概率,平概率,最大涨幅,最小涨幅,收盘涨幅,成交量占比,样本数
002587.SZ,奥拓电子,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,竞价,37.14,47.62,15.24,-0.61,-0.91,-0.76,4.28,105
002587.SZ,奥拓电子,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1分钟,41.9,49.52,8.57,0.0,0.0,0.0,0.0,105
002587.SZ,奥拓电子,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,5分钟,43.81,52.38,3.81,0.06,-0.05,0.05,0.0,105
002587.SZ,奥拓电子,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,15分钟,47.62,47.62,4.76,0.06,-0.08,0.04,0.0,105
002587.SZ,奥拓电子,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,30分钟,43.81,50.48,5.71,0.1,-0.1,0.07,0.0,105
002587.SZ,奥拓电子,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1小时,43.81,51.43,4.76,0.1,-0.1,0.06,0.0,105
002587.SZ,奥拓电子,1-3,今天1-3%，明天概率情况,竞价,33.33,53.76,12.9,0.15,-0.3,-0.15,3.22,93
002587.SZ,奥拓电子,1-3,今天1-3%，明天概率情况,1分钟,31.18,58.06,10.75,0.0,0.0,0.0,0.0,93
002587.SZ,奥拓电子,1-3,今天1-3%，明天概率情况,5分钟,44.09,51.61,4.3,0.07,-0.05,0.07,0.0,93
002587.SZ,奥拓电子,1-3,今天1-3%，明天概率情况,15分钟,50.54,47.31,2.15,0.11,-0.05,0.11,0.0,93
002587.SZ,奥拓电子,1-3,今天1-3%，明天概率情况,30分钟,50.54,46.24,3.23,0.11,-0.06,0.11,0.0,93
002587.SZ,奥拓电子,1-3,今天1-3%，明天概率情况,1小时,45.16,51.61,3.23,0.11,-0.06,0.11,0.0,93
002587.SZ,奥拓电子,micro_up,今天微涨(0 ~ 1%)，明天概率情况,竞价,23.53,60.29,16.18,0.0,-0.3,0.0,1.53,68
002587.SZ,奥拓电子,micro_up,今天微涨(0 ~ 1%)，明天概率情况,1分钟,22.06,61.76,16.18,0.0,0.0,0.0,0.0,68
002587.SZ,奥拓电子,micro_up,今天微涨(0 ~ 1%)，明天概率情况,5分钟,32.35,58.82,8.82,0.13,-0.08,0.08,0.0,68
002587.SZ,奥拓电子,micro_up,今天微涨(0 ~ 1%)，明天概率情况,15分钟,35.29,58.82,5.88,0.13,-0.12,0.06,0.0,68
002587.SZ,奥拓电子,micro_up,今天微涨(0 ~ 1%)，明天概率情况,30分钟,38.24,55.88,5.88,0.13,-0.14,0.06,0.0,68
002587.SZ,奥拓电子,micro_up,今天微涨(0 ~ 1%)，明天概率情况,1小时,41.18,58.82,0.0,0.15,-0.14,0.11,0.0,68
