股票代码,股票名称,当日涨幅,场景描述,时间段,涨概率,跌概率,平概率,最大涨幅,最小涨幅,收盘涨幅,成交量占比,样本数
603758.SH,秦安股份,5-7,今天5-7%，明天概率情况,竞价,50.0,50.0,0.0,-0.55,-0.55,-0.55,1.03,2
603758.SH,秦安股份,5-7,今天5-7%，明天概率情况,1分钟,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2
603758.SH,秦安股份,5-7,今天5-7%，明天概率情况,5分钟,100.0,0.0,0.0,1.57,-0.87,1.38,0.0,2
603758.SH,秦安股份,5-7,今天5-7%，明天概率情况,15分钟,100.0,0.0,0.0,1.57,-0.87,1.37,0.0,2
603758.SH,秦安股份,5-7,今天5-7%，明天概率情况,30分钟,100.0,0.0,0.0,2.75,-0.87,2.63,0.0,2
603758.SH,秦安股份,5-7,今天5-7%，明天概率情况,1小时,100.0,0.0,0.0,2.75,-0.87,1.96,0.0,2
603758.SH,秦安股份,1-3,今天1-3%，明天概率情况,竞价,0.0,66.67,33.33,0.0,0.0,0.0,1.12,3
603758.SH,秦安股份,1-3,今天1-3%，明天概率情况,1分钟,0.0,66.67,33.33,0.0,0.0,0.0,0.0,3
603758.SH,秦安股份,1-3,今天1-3%，明天概率情况,5分钟,33.33,66.67,0.0,0.77,-0.79,0.51,0.0,3
603758.SH,秦安股份,1-3,今天1-3%，明天概率情况,15分钟,33.33,66.67,0.0,1.63,-0.79,1.07,0.0,3
603758.SH,秦安股份,1-3,今天1-3%，明天概率情况,30分钟,66.67,33.33,0.0,1.63,-0.79,0.54,0.0,3
603758.SH,秦安股份,1-3,今天1-3%，明天概率情况,1小时,66.67,33.33,0.0,1.87,-0.79,1.64,0.0,3
603758.SH,秦安股份,3-5,今天3-5%，明天概率情况,竞价,33.33,66.67,0.0,-0.58,-0.58,-0.58,0.57,3
603758.SH,秦安股份,3-5,今天3-5%，明天概率情况,1分钟,33.33,66.67,0.0,0.0,0.0,0.0,0.0,3
603758.SH,秦安股份,3-5,今天3-5%，明天概率情况,5分钟,33.33,66.67,0.0,1.84,-1.16,1.56,0.0,3
603758.SH,秦安股份,3-5,今天3-5%，明天概率情况,15分钟,33.33,66.67,0.0,1.87,-1.16,1.42,0.0,3
603758.SH,秦安股份,3-5,今天3-5%，明天概率情况,30分钟,66.67,33.33,0.0,1.87,-1.16,1.28,0.0,3
603758.SH,秦安股份,3-5,今天3-5%，明天概率情况,1小时,66.67,33.33,0.0,1.87,-1.16,1.17,0.0,3
603758.SH,秦安股份,micro_up,今天微涨(0 ~ 1%)，明天概率情况,竞价,66.67,33.33,0.0,0.29,0.29,0.29,1.09,3
603758.SH,秦安股份,micro_up,今天微涨(0 ~ 1%)，明天概率情况,1分钟,66.67,33.33,0.0,0.0,0.0,0.0,0.0,3
603758.SH,秦安股份,micro_up,今天微涨(0 ~ 1%)，明天概率情况,5分钟,33.33,66.67,0.0,0.95,-1.17,0.69,0.0,3
603758.SH,秦安股份,micro_up,今天微涨(0 ~ 1%)，明天概率情况,15分钟,33.33,66.67,0.0,1.67,-1.17,1.5,0.0,3
603758.SH,秦安股份,micro_up,今天微涨(0 ~ 1%)，明天概率情况,30分钟,33.33,66.67,0.0,1.9,-1.17,1.15,0.0,3
603758.SH,秦安股份,micro_up,今天微涨(0 ~ 1%)，明天概率情况,1小时,33.33,66.67,0.0,1.9,-1.17,1.67,0.0,3
603758.SH,秦安股份,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,竞价,0.0,50.0,50.0,-1.72,-1.72,-1.72,5.04,2
603758.SH,秦安股份,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,1分钟,0.0,50.0,50.0,0.0,0.0,0.0,0.0,2
603758.SH,秦安股份,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,5分钟,0.0,100.0,0.0,0.52,-1.56,0.0,0.0,2
603758.SH,秦安股份,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,15分钟,0.0,100.0,0.0,0.52,-1.56,0.0,0.0,2
603758.SH,秦安股份,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,30分钟,0.0,100.0,0.0,0.52,-1.56,0.0,0.0,2
603758.SH,秦安股份,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,1小时,50.0,50.0,0.0,1.04,-1.56,0.74,0.0,2
603758.SH,秦安股份,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,竞价,0.0,50.0,50.0,0.0,0.0,0.0,1.92,2
603758.SH,秦安股份,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1分钟,0.0,50.0,50.0,0.0,0.0,0.0,0.0,2
603758.SH,秦安股份,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,5分钟,50.0,50.0,0.0,0.84,-2.15,0.37,0.0,2
603758.SH,秦安股份,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,15分钟,50.0,50.0,0.0,1.31,-2.62,1.22,0.0,2
603758.SH,秦安股份,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,30分钟,50.0,50.0,0.0,2.43,-3.05,1.87,0.0,2
603758.SH,秦安股份,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1小时,50.0,50.0,0.0,2.43,-3.05,1.97,0.0,2
603758.SH,秦安股份,涨停,今天涨停()涨停，明天概率情况,竞价,0.0,100.0,0.0,-1.33,-1.33,-1.33,4.31,1
603758.SH,秦安股份,涨停,今天涨停()涨停，明天概率情况,1分钟,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
