股票代码,股票名称,当日涨幅,场景描述,时间段,涨概率,跌概率,平概率,最大涨幅,最小涨幅,收盘涨幅,成交量占比,样本数
601677.SH,明泰铝业,small_down,今天小跌(-1% ~ 0)，明天概率情况,竞价,29.36,59.63,11.01,0.0,0.0,0.0,0.33,109
601677.SH,明泰铝业,small_down,今天小跌(-1% ~ 0)，明天概率情况,1分钟,29.36,57.8,12.84,0.0,0.0,0.0,0.0,109
601677.SH,明泰铝业,small_down,今天小跌(-1% ~ 0)，明天概率情况,5分钟,43.12,52.29,4.59,0.04,-0.06,0.04,0.0,109
601677.SH,明泰铝业,small_down,今天小跌(-1% ~ 0)，明天概率情况,15分钟,43.12,54.13,2.75,0.05,-0.06,0.05,0.0,109
601677.SH,明泰铝业,small_down,今天小跌(-1% ~ 0)，明天概率情况,30分钟,44.04,54.13,1.83,0.05,-0.06,0.03,0.0,109
601677.SH,明泰铝业,small_down,今天小跌(-1% ~ 0)，明天概率情况,1小时,47.71,50.46,1.83,0.05,-0.06,0.03,0.0,109
601677.SH,明泰铝业,micro_up,今天微涨(0 ~ 1%)，明天概率情况,竞价,34.02,55.67,10.31,-1.32,-1.32,-1.32,0.77,97
601677.SH,明泰铝业,micro_up,今天微涨(0 ~ 1%)，明天概率情况,1分钟,31.96,54.64,13.4,0.0,0.0,0.0,0.0,97
601677.SH,明泰铝业,micro_up,今天微涨(0 ~ 1%)，明天概率情况,5分钟,40.21,57.73,2.06,0.04,-0.07,0.04,0.0,97
601677.SH,明泰铝业,micro_up,今天微涨(0 ~ 1%)，明天概率情况,15分钟,41.24,53.61,5.15,0.05,-0.07,0.04,0.0,97
601677.SH,明泰铝业,micro_up,今天微涨(0 ~ 1%)，明天概率情况,30分钟,46.39,51.55,2.06,0.05,-0.07,0.04,0.0,97
601677.SH,明泰铝业,micro_up,今天微涨(0 ~ 1%)，明天概率情况,1小时,44.33,55.67,0.0,0.05,-0.07,0.04,0.0,97
601677.SH,明泰铝业,1-3,今天1-3%，明天概率情况,竞价,53.75,42.5,3.75,0.37,0.37,0.37,0.37,80
601677.SH,明泰铝业,1-3,今天1-3%，明天概率情况,1分钟,56.25,41.25,2.5,0.0,0.0,0.0,0.0,80
601677.SH,明泰铝业,1-3,今天1-3%，明天概率情况,5分钟,50.0,50.0,0.0,0.09,-0.06,0.09,0.0,80
601677.SH,明泰铝业,1-3,今天1-3%，明天概率情况,15分钟,42.5,53.75,3.75,0.12,-0.07,0.12,0.0,80
601677.SH,明泰铝业,1-3,今天1-3%，明天概率情况,30分钟,46.25,52.5,1.25,0.12,-0.08,0.12,0.0,80
601677.SH,明泰铝业,1-3,今天1-3%，明天概率情况,1小时,42.5,55.0,2.5,0.12,-0.08,0.12,0.0,80
601677.SH,明泰铝业,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,竞价,35.83,57.5,6.67,0.24,0.0,0.24,0.73,120
601677.SH,明泰铝业,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1分钟,36.67,58.33,5.0,0.0,0.0,0.0,0.0,120
601677.SH,明泰铝业,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,5分钟,48.33,47.5,4.17,0.06,-0.03,0.03,0.0,120
601677.SH,明泰铝业,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,15分钟,49.17,44.17,6.67,0.06,-0.03,0.05,0.0,120
601677.SH,明泰铝业,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,30分钟,46.67,49.17,4.17,0.06,-0.03,0.04,0.0,120
601677.SH,明泰铝业,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1小时,49.17,45.83,5.0,0.06,-0.03,0.06,0.0,120
601677.SH,明泰铝业,3-5,今天3-5%，明天概率情况,竞价,47.83,43.48,8.7,-0.43,-0.43,-0.43,0.38,23
601677.SH,明泰铝业,3-5,今天3-5%，明天概率情况,1分钟,47.83,43.48,8.7,0.0,0.0,0.0,0.0,23
601677.SH,明泰铝业,3-5,今天3-5%，明天概率情况,5分钟,56.52,43.48,0.0,0.19,-0.25,0.16,0.0,23
601677.SH,明泰铝业,3-5,今天3-5%，明天概率情况,15分钟,43.48,56.52,0.0,0.21,-0.25,0.2,0.0,23
601677.SH,明泰铝业,3-5,今天3-5%，明天概率情况,30分钟,43.48,52.17,4.35,0.26,-0.25,0.25,0.0,23
601677.SH,明泰铝业,3-5,今天3-5%，明天概率情况,1小时,43.48,52.17,4.35,0.26,-0.3,0.25,0.0,23
601677.SH,明泰铝业,flat,今天平开(涨幅=0%)  ，明天概率情况,竞价,30.77,46.15,23.08,0.68,0.68,0.68,1.14,13
601677.SH,明泰铝业,flat,今天平开(涨幅=0%)  ，明天概率情况,1分钟,30.77,46.15,23.08,0.0,0.0,0.0,0.0,13
601677.SH,明泰铝业,flat,今天平开(涨幅=0%)  ，明天概率情况,5分钟,38.46,61.54,0.0,0.25,-0.13,0.13,0.0,13
601677.SH,明泰铝业,flat,今天平开(涨幅=0%)  ，明天概率情况,15分钟,61.54,30.77,7.69,0.25,-0.17,0.16,0.0,13
601677.SH,明泰铝业,flat,今天平开(涨幅=0%)  ，明天概率情况,30分钟,69.23,23.08,7.69,0.39,-0.17,0.3,0.0,13
601677.SH,明泰铝业,flat,今天平开(涨幅=0%)  ，明天概率情况,1小时,53.85,38.46,7.69,0.39,-0.17,0.36,0.0,13
601677.SH,明泰铝业,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,竞价,33.33,55.56,11.11,0.69,0.69,0.69,0.21,18
601677.SH,明泰铝业,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,1分钟,33.33,55.56,11.11,0.0,0.0,0.0,0.0,18
601677.SH,明泰铝业,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,5分钟,55.56,44.44,0.0,0.08,-0.15,0.06,0.0,18
601677.SH,明泰铝业,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,15分钟,50.0,50.0,0.0,0.14,-0.22,0.13,0.0,18
601677.SH,明泰铝业,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,30分钟,50.0,38.89,11.11,0.17,-0.32,0.13,0.0,18
601677.SH,明泰铝业,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,1小时,44.44,55.56,0.0,0.17,-0.44,0.15,0.0,18
601677.SH,明泰铝业,large_down,今天大跌(-5% ~ -3%)，明天概率情况,竞价,12.5,62.5,25.0,-0.37,-0.37,-0.37,2.22,8
601677.SH,明泰铝业,large_down,今天大跌(-5% ~ -3%)，明天概率情况,1分钟,12.5,62.5,25.0,0.0,0.0,0.0,0.0,8
601677.SH,明泰铝业,large_down,今天大跌(-5% ~ -3%)，明天概率情况,5分钟,25.0,50.0,25.0,0.41,-0.4,0.19,0.0,8
601677.SH,明泰铝业,large_down,今天大跌(-5% ~ -3%)，明天概率情况,15分钟,37.5,50.0,12.5,0.41,-0.4,0.29,0.0,8
601677.SH,明泰铝业,large_down,今天大跌(-5% ~ -3%)，明天概率情况,30分钟,37.5,50.0,12.5,0.41,-0.51,0.06,0.0,8
601677.SH,明泰铝业,large_down,今天大跌(-5% ~ -3%)，明天概率情况,1小时,50.0,50.0,0.0,0.41,-0.51,0.2,0.0,8
601677.SH,明泰铝业,7-9,今天7-9%，明天概率情况,竞价,60.0,40.0,0.0,0.11,0.11,0.11,0.13,5
601677.SH,明泰铝业,7-9,今天7-9%，明天概率情况,1分钟,60.0,40.0,0.0,0.0,0.0,0.0,0.0,5
601677.SH,明泰铝业,7-9,今天7-9%，明天概率情况,5分钟,80.0,20.0,0.0,2.0,-0.47,1.28,0.0,5
601677.SH,明泰铝业,7-9,今天7-9%，明天概率情况,15分钟,80.0,20.0,0.0,2.0,-0.5,0.69,0.0,5
601677.SH,明泰铝业,7-9,今天7-9%，明天概率情况,30分钟,80.0,20.0,0.0,2.0,-0.5,1.03,0.0,5
601677.SH,明泰铝业,7-9,今天7-9%，明天概率情况,1小时,80.0,20.0,0.0,2.0,-0.56,1.14,0.0,5
601677.SH,明泰铝业,5-7,今天5-7%，明天概率情况,竞价,66.67,33.33,0.0,-0.68,-0.75,-0.68,1.64,6
601677.SH,明泰铝业,5-7,今天5-7%，明天概率情况,1分钟,66.67,33.33,0.0,0.0,0.0,0.0,0.0,6
601677.SH,明泰铝业,5-7,今天5-7%，明天概率情况,5分钟,66.67,33.33,0.0,1.58,-0.4,1.26,0.0,6
601677.SH,明泰铝业,5-7,今天5-7%，明天概率情况,15分钟,66.67,33.33,0.0,1.58,-0.43,1.32,0.0,6
601677.SH,明泰铝业,5-7,今天5-7%，明天概率情况,30分钟,83.33,16.67,0.0,1.58,-0.49,1.49,0.0,6
601677.SH,明泰铝业,5-7,今天5-7%，明天概率情况,1小时,50.0,33.33,16.67,1.66,-0.57,1.66,0.0,6
601677.SH,明泰铝业,涨停,今天涨停()涨停，明天概率情况,竞价,50.0,50.0,0.0,1.69,1.06,1.62,22.77,2
601677.SH,明泰铝业,涨停,今天涨停()涨停，明天概率情况,1分钟,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2
601677.SH,明泰铝业,涨停,今天涨停()涨停，明天概率情况,5分钟,50.0,50.0,0.0,1.73,-1.33,0.64,0.0,2
601677.SH,明泰铝业,涨停,今天涨停()涨停，明天概率情况,15分钟,50.0,50.0,0.0,1.73,-1.33,0.14,0.0,2
601677.SH,明泰铝业,涨停,今天涨停()涨停，明天概率情况,30分钟,50.0,50.0,0.0,1.73,-1.33,0.39,0.0,2
601677.SH,明泰铝业,涨停,今天涨停()涨停，明天概率情况,1小时,0.0,50.0,50.0,1.73,-1.81,0.0,0.0,2
