ts_code,symbol,name,area,industry,market,list_date,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
002164.SZ,002164,宁波东力,浙江,机械基件,主板,20070823,20250307,7.01,11.2479,17.7774,0.98,92.2938,70.6681,2.7229,2.5084,2.5454,0.0,,53217.3689,47977.5218,30355.8761,373053.756,336322.4278
002165.SZ,002165,红宝丽,江苏,化工原料,主板,20070913,20250307,4.85,8.1109,10.1519,1.08,93.1488,88.3862,1.7698,1.3472,1.3255,2.0619,2.0619,73526.9837,72762.9496,58134.7917,356605.8709,352900.3056
002167.SZ,002167,东方锆业,广东,小金属,主板,20070913,20250307,9.5,15.6822,20.6387,0.72,,,4.9708,5.0902,4.5399,0.0,,77467.33,75872.1963,57651.1145,735939.635,720785.8649
002169.SZ,002169,智光电气,广东,电气设备,主板,20070919,20250307,6.17,2.1147,2.7091,1.4,,,1.6676,1.7663,1.7717,1.6207,1.6207,78270.4094,75867.3967,59221.3596,482928.426,468101.8376
002170.SZ,002170,芭田股份,深圳,农药化肥,主板,20070919,20250307,9.37,3.8367,4.2533,0.39,34.7376,33.0619,3.0026,2.779,2.8505,1.483,1.483,96198.8907,71096.0831,64133.0706,901383.6059,666170.2986
002171.SZ,002171,楚江新材,安徽,铜,主板,20070921,20250307,9.76,1.9072,2.7769,1.21,27.821,73.5365,2.07,0.3179,0.2862,1.934,1.934,150854.5939,149934.9537,102977.4191,1472340.8365,1463365.1481
002173.SZ,002173,创新医疗,浙江,医疗保健,主板,20070925,20250307,10.15,10.222,14.2211,1.13,,,2.4312,5.56,5.5377,0.0,,44128.4352,41568.6468,29879.2924,447903.6173,421921.765
002174.SZ,002174,游族网络,福建,互联网,主板,20070925,20250307,10.25,3.4883,4.3479,1.07,102.7547,109.039,2.1123,5.7759,6.5038,0.4956,0.4956,91592.2072,91533.3347,73438.5757,938820.1238,938216.6807
002175.SZ,002175,东方智造,广西,电器仪表,主板,20071012,20250307,5.42,9.4148,11.6528,1.05,157.5037,254.9704,11.2751,25.1908,21.1226,0.0,,127678.0727,127677.3227,103156.3185,692015.154,692011.089
002176.SZ,002176,江特电机,江西,小金属,主板,20071012,20250307,8.11,2.7082,3.1535,0.63,,,3.7076,4.9445,9.0597,0.0,,170632.5581,170601.9116,146514.3583,1383830.0462,1383581.5031
002177.SZ,002177,御银股份,广东,其他商业,主板,20071101,20250307,4.98,9.0275,9.3495,0.97,245.3749,243.0686,2.2303,54.1077,54.7432,0.2811,0.2811,76119.1294,66921.0114,64616.154,379073.2644,333266.6368
002178.SZ,002178,延华智能,上海,软件服务,主板,20071101,20250307,7.77,16.0457,24.1695,0.87,245.8606,1021.41,12.5358,8.1915,8.9379,0.0,,71215.3001,71178.3158,47254.1164,553342.8818,553055.5138
002181.SZ,002181,粤传媒,广东,出版业,主板,20071116,20250307,5.82,5.4584,16.7354,1.99,808.277,,1.6267,12.0911,11.505,0.9278,0.9278,116105.8174,113452.0181,37003.6799,675735.8573,660290.7453
002182.SZ,002182,宝武镁业,江苏,小金属,主板,20071113,20250307,12.93,4.1053,5.2303,0.91,41.8469,50.737,2.4047,1.6759,1.5202,0.7182,0.7182,99179.1553,77871.246,61121.7679,1282386.478,1006875.2108
002183.SZ,002183,怡亚通,深圳,仓储物流,主板,20071113,20250307,5.01,5.8553,8.9374,1.86,92.2854,150.6216,1.4523,0.1378,0.1538,0.2395,0.2395,259700.9091,259699.4091,170142.0697,1301101.5546,1301094.0396
002186.SZ,002186,全聚德,北京,酒店餐饮,主板,20071120,20250307,10.65,1.7573,3.1348,0.54,54.4427,55.6427,3.735,2.2821,2.2911,0.0,,30692.1588,30651.1338,17181.9862,326871.4912,326434.575
002187.SZ,002187,广百股份,广东,百货,主板,20071122,20250307,7.32,7.4904,15.1368,0.54,142.5006,88.1984,1.2665,0.9644,1.0115,0.4098,0.4098,70403.8932,51711.0966,25588.9466,515356.4982,378525.2271
002189.SZ,002189,中光学,河南,元器件,主板,20071203,20250307,21.25,4.3022,7.443,1.1,,,5.1659,2.5537,2.7304,0.0,,26119.9273,26115.8271,15095.4364,555048.4551,554961.3259
002190.SZ,002190,成飞集成,四川,汽车配件,主板,20071203,20250307,17.26,2.4677,5.0447,1.35,457.6817,,2.2206,2.9759,2.7602,0.0695,0.0695,35872.9343,35872.9343,17547.96,619166.846,619166.846
002191.SZ,002191,劲嘉股份,深圳,广告包装,主板,20071205,20250307,3.77,0.9815,1.5072,0.56,46.2381,70257.8803,0.8173,1.3872,1.7218,7.7504,7.7504,145177.8834,144082.4536,93828.4827,547320.6204,543190.8501
002192.SZ,002192,融捷股份,广东,小金属,主板,20071205,20250307,31.83,2.5257,3.365,0.86,21.7302,40.2821,2.4854,6.8254,10.6456,0.9425,0.9425,25965.5203,25912.0228,19448.7119,826482.5111,824779.6857
002194.SZ,002194,武汉凡谷,湖北,通信设备,主板,20071207,20250307,13.51,21.0929,27.673,2.11,109.6999,223.7398,3.6322,5.8145,6.6294,0.8882,0.8882,68328.5806,50923.3648,38814.7245,923119.1239,687974.6584
002196.SZ,002196,方正电机,浙江,纺织机械,主板,20071212,20250307,8.01,17.3901,21.1289,1.65,39.6888,299.6064,2.746,1.5913,1.476,0.0,,49587.193,48841.0407,40198.441,397193.4159,391216.736
002198.SZ,002198,嘉应制药,广东,中成药,主板,20071218,20250307,7.15,1.6422,2.1135,0.82,105.7305,295.315,4.9004,6.8051,8.7311,0.6993,0.6993,50750.9848,50748.0748,39430.1962,362869.5413,362848.7348
002201.SZ,002201,九鼎新材,江苏,玻璃,主板,20071226,20250307,5.43,0.9418,1.521,0.84,91.2012,108.6883,3.2161,2.0578,2.6273,0.0921,0.0921,65163.6241,65025.1938,40264.1875,353838.4789,353086.8023
002203.SZ,002203,海亮股份,浙江,铜,主板,20080116,20250307,10.0,0.8665,1.6015,1.63,17.8721,19.4574,1.4498,0.2644,0.2692,1.7,1.7,199832.0004,192817.1551,104329.5787,1998320.004,1928171.551
002204.SZ,002204,大连重工,辽宁,专用机械,主板,20080116,20250307,5.16,1.4122,3.7338,0.9,27.4463,19.8888,1.3592,0.8303,0.6979,0.6722,0.6722,193137.0032,193137.0032,73048.9274,996586.9365,996586.9365
002206.SZ,002206,海利得,浙江,化纤,主板,20080123,20250307,4.38,2.2146,2.6589,1.13,14.5789,13.6293,1.3424,0.9054,0.8886,3.4314,3.4314,116220.722,91617.4636,76308.735,509046.7624,401284.4906
002208.SZ,002208,合肥城建,安徽,区域地产,主板,20080128,20250307,7.46,3.169,7.8077,0.92,27.3115,151.2296,0.9062,0.7588,0.6546,1.1394,1.1394,80329.1894,80237.2648,32567.1489,599255.7529,598569.9954
002210.SZ,002210,飞马国际,深圳,环境保护,主板,20080130,20250307,2.37,4.8783,6.9589,0.66,384.9139,168.6592,19.9345,17.7348,21.9644,0.0,,266123.2774,266122.3174,186555.0317,630712.1674,630709.8922
002212.SZ,002212,天融信,广东,软件服务,主板,20080201,20250307,9.15,7.615,8.2124,1.39,,,1.1695,3.454,3.5281,0.194,0.194,117945.3879,116737.6933,108244.8064,1079200.2993,1068149.8937
002213.SZ,002213,大为股份,深圳,半导体,主板,20080201,20250307,17.47,10.7861,13.3926,0.75,,,7.084,5.6547,4.0951,0.0,,23715.5,20599.4864,16590.4385,414309.785,359873.0274
002214.SZ,002214,大立科技,浙江,电器仪表,主板,20080218,20250307,11.18,2.2096,2.4111,1.49,,,4.0342,26.3189,37.4677,0.4431,0.4431,59923.7935,47901.8901,43897.913,669948.0113,535543.1313
002215.SZ,002215,诺普信,深圳,农药化肥,主板,20080218,20250307,8.67,3.5506,4.403,1.71,36.9865,19.6676,2.2555,2.1155,1.7589,1.7427,1.7427,100519.131,79400.9515,64030.4262,871500.8658,688406.2495
002216.SZ,002216,三全食品,河南,食品,主板,20080220,20250307,10.97,0.558,1.1375,0.68,12.8705,16.3097,2.2491,1.3669,1.4255,4.5579,4.5579,87918.4048,63025.6229,30915.9643,964464.9007,691391.0832
002218.SZ,002218,拓日新能,深圳,新型电力,主板,20080228,20250307,3.4,1.9731,3.1967,0.99,207.8952,,1.1425,4.2628,3.3152,0.5863,0.5863,141302.0549,139239.8249,85945.3237,480426.9867,473415.4047
002219.SZ,002219,新里程,甘肃,医疗保健,主板,20080306,20250307,2.77,1.9794,3.5617,0.93,304.8765,187.089,4.1474,2.6133,2.4927,0.0,,338738.1753,327204.372,181845.9128,938304.7456,906356.1104
002221.SZ,002221,东华能源,江苏,石油加工,主板,20080306,20250307,9.98,0.7312,1.1432,0.57,104.5051,95.1854,1.4655,0.5799,0.5156,0.0,,157612.7767,146088.9862,93439.5698,1572975.5115,1457968.0823
002222.SZ,002222,福晶科技,福建,元器件,主板,20080319,20250307,36.99,3.551,4.4846,0.84,83.198,81.4988,11.3999,22.254,20.4402,0.5161,0.5161,47025.0,46815.1715,37069.881,1739454.75,1731693.1938
002224.SZ,002224,三力士,浙江,橡胶,主板,20080425,20250307,4.42,1.1358,1.537,0.77,57.7128,96.3228,1.2285,4.2865,4.2783,0.6787,0.6787,90211.6324,80629.0744,59583.9634,398735.4152,356380.5088
002225.SZ,002225,濮耐股份,河南,其他建材,主板,20080425,20250307,6.33,7.8986,9.9228,1.03,25.8216,39.2507,1.9053,1.1687,1.1791,1.0877,1.0877,101041.8227,82554.4165,65713.8971,639594.7377,522569.4564
002226.SZ,002226,江南化工,安徽,化工原料,主板,20080506,20250307,6.01,2.6448,6.7376,1.15,20.5928,19.3487,1.7124,1.7898,1.7457,1.1647,1.1647,264892.2855,264888.1652,103980.131,1592002.6359,1591977.8729
002227.SZ,002227,奥特迅,深圳,电气设备,主板,20080506,20250307,12.66,15.0723,32.1766,1.3,,,3.0351,8.8454,7.9215,0.0,,24780.617,24763.8733,11600.0228,313722.6112,313510.636
002228.SZ,002228,合兴包装,福建,广告包装,主板,20080508,20250307,3.02,0.5881,1.1614,0.79,35.8044,28.9109,1.1562,0.2975,0.3177,3.7987,3.7987,122283.9813,121877.5893,61719.4973,369297.6235,368070.3197
002229.SZ,002229,鸿博股份,福建,广告包装,主板,20080508,20250307,13.11,6.8474,7.6837,1.16,,,4.3763,10.4961,11.8376,0.0,,49619.1488,49316.4301,43948.9216,650507.0408,646538.3986
002232.SZ,002232,启明信息,吉林,软件服务,主板,20080509,20250307,20.79,4.6092,10.409,1.39,289.7338,,6.3008,6.8322,9.4501,0.0481,0.0481,40854.8455,40854.8455,18090.8732,849372.2379,849372.2379
002233.SZ,002233,塔牌集团,广东,水泥,主板,20080516,20250307,7.69,0.7202,1.1982,1.07,12.3647,17.099,0.7671,1.6566,2.1434,6.3847,6.3847,119227.5016,119148.4966,71611.8172,916859.4873,916251.9389
002235.SZ,002235,安妮股份,福建,造纸,主板,20080516,20250307,5.67,4.2178,5.0948,0.86,,,4.3976,8.9315,9.5578,0.0,,57957.2284,55357.8302,45828.5245,328617.485,313878.8972
002237.SZ,002237,恒邦股份,山东,黄金,主板,20080520,20250307,10.78,3.3136,5.648,2.49,23.9975,21.713,1.3564,0.1887,0.1694,1.2523,1.2523,114807.2979,91045.8579,53415.2613,1237622.6714,981474.3482
002238.SZ,002238,天威视讯,深圳,影视音像,主板,20080526,20250307,9.06,1.9476,5.6709,1.05,58.1367,119.0895,3.1836,4.9207,5.0409,1.1038,1.1038,80255.916,80255.916,27562.3499,727118.599,727118.599
002239.SZ,002239,奥特佳,江苏,汽车配件,主板,20080522,20250307,3.14,3.1108,4.0936,0.7,141.8781,101.7765,1.8902,1.5167,1.3834,0.2653,0.2653,330962.3844,324315.3144,246452.4814,1039221.887,1018350.0872
002240.SZ,002240,盛新锂能,四川,小金属,主板,20080523,20250307,13.48,1.6115,2.0609,0.78,17.5698,,1.0223,1.5517,2.5594,1.7717,1.7717,91529.3872,86665.0055,67768.2302,1233816.1395,1168244.2741
002242.SZ,002242,九阳股份,山东,家用电器,主板,20080528,20250307,9.87,0.9338,2.8459,1.27,19.459,61.2515,2.1874,0.7875,0.8399,1.5118,1.5118,76701.7,76570.57,25125.7864,757045.779,755751.5259
002243.SZ,002243,力合科创,深圳,广告包装,主板,20080528,20250307,9.18,2.9668,5.9791,1.54,33.7697,63.7545,1.5494,4.4174,4.7247,0.9804,0.9804,121060.4219,120414.229,59748.4831,1111334.673,1105402.6222
002245.SZ,002245,蔚蓝锂芯,江苏,电气设备,主板,20080605,20250307,15.49,12.3787,14.4161,0.75,126.7258,55.8513,2.6496,3.4174,2.8038,0.0968,0.0968,115204.6537,108726.1252,93359.6774,1784520.0858,1684167.6793
002246.SZ,002246,北化股份,四川,化工原料,主板,20080605,20250307,10.71,3.2164,6.0195,0.7,105.921,,2.1024,2.7233,2.972,0.4669,0.6536,54903.4794,54903.4794,29336.1431,588016.2644,588016.2644
002249.SZ,002249,大洋电机,广东,电气设备,主板,20080619,20250307,6.87,4.8148,5.477,0.64,26.5175,21.7478,1.8868,1.4806,1.4363,2.7176,2.7176,243275.4399,182183.0264,160155.3175,1671302.2721,1251597.3914
002250.SZ,002250,联化科技,浙江,化工原料,主板,20080619,20250307,7.08,6.2523,8.4344,2.82,,,1.024,1.0016,1.1158,0.2825,0.2825,91133.3117,90653.4156,67199.8303,645223.8468,641826.1824
002253.SZ,002253,川大智胜,四川,软件服务,主板,20080623,20250307,13.7,15.2586,18.7566,2.34,,,2.6272,17.2015,16.6058,0.0,,22562.6095,20776.953,16902.1119,309107.7502,284644.2561
002254.SZ,002254,泰和新材,山东,化纤,主板,20080625,20250307,10.21,1.5627,2.3592,0.79,26.4552,42.8434,1.2477,2.2446,2.2374,2.9175,2.9175,86294.5783,81844.072,54213.4374,881067.6444,835627.9751
002255.SZ,002255,海陆重工,江苏,专用机械,主板,20080625,20250307,6.54,5.5859,5.8753,0.57,15.9683,15.6606,1.3698,1.944,1.94,0.0,,83088.1055,63797.2243,60655.1205,543396.21,417233.8469
002256.SZ,002256,兆新股份,深圳,新型电力,主板,20080625,20250307,2.3,2.4822,2.4822,1.16,,,3.8409,13.5803,13.7108,0.0,,195484.7822,144048.5547,144048.5547,449614.9991,331311.6758
002258.SZ,002258,利尔化学,四川,农药化肥,主板,20080708,20250307,8.96,2.3971,4.0697,1.44,11.8762,33.3056,0.9282,0.9135,0.981,0.0,,80043.7228,79915.0345,47071.6852,717191.7563,716038.7091
002262.SZ,002262,恩华药业,江苏,化学制药,主板,20080723,20250307,21.72,1.3853,2.3492,0.89,21.2855,18.8421,3.0948,4.3779,3.9905,1.4608,1.4608,101617.6792,88179.255,51997.3665,2207135.9922,1915253.4186
002263.SZ,002263,大东南,浙江,塑料,主板,20080728,20250307,2.46,1.5757,2.1856,0.77,223.4255,1028.9087,1.7011,3.4657,3.5049,0.0,,187836.01,187834.51,135418.708,462076.5846,462072.8946
002264.SZ,002264,新华都,福建,互联网,主板,20080731,20250307,6.14,2.4064,5.4489,0.96,22.0185,19.0631,2.4752,1.5652,1.2166,0.0,,71985.9762,65478.281,28916.5703,441993.8939,402036.6453
002266.SZ,002266,浙富控股,浙江,环境保护,主板,20080806,20250307,3.37,0.5493,1.2016,0.62,17.1495,21.5881,1.5736,0.9281,0.8819,1.4721,1.4721,521927.1402,489680.1048,223861.9451,1758894.4625,1650221.9532
002267.SZ,002267,陕天然气,陕西,供气供热,主板,20080813,20250307,7.57,0.5056,1.4216,0.95,15.4667,11.0636,1.2558,1.1143,0.9798,5.284,5.284,111207.5445,111207.5445,39554.4989,841841.1119,841841.1119
002268.SZ,002268,电科网安,四川,IT设备,主板,20080811,20250307,18.24,1.4812,2.2912,0.94,44.2282,259.1442,2.9246,5.0199,6.5805,0.329,0.329,84567.7003,84542.9908,54654.2373,1542514.8535,1542064.1522
002269.SZ,002269,美邦服饰,上海,服饰,主板,20080828,20250307,2.1,5.9023,10.1136,1.31,166.2029,125.8392,10.0532,3.8918,5.0558,0.0,,251250.0,251250.0,146628.6641,527625.0,527625.0
002270.SZ,002270,华明装备,山东,电气设备,主板,20080905,20250307,15.93,1.0035,1.5055,0.73,26.3214,24.7461,4.6935,7.2799,6.4743,5.1475,5.4991,89622.5431,75922.4768,50608.0234,1427687.1116,1209445.0554
002272.SZ,002272,川润股份,四川,机械基件,主板,20080919,20250307,10.7,12.2343,13.0053,0.85,,,3.2446,3.1187,3.1828,0.4673,0.4673,48487.73,37957.3348,35707.1428,518818.711,406143.4824
002274.SZ,002274,华昌化工,江苏,农药化肥,主板,20080925,20250307,8.01,2.8605,4.7693,2.21,10.4544,9.6533,1.3304,0.9286,0.8983,3.7453,3.7453,95236.4646,93784.913,56249.5929,762844.0814,751217.1531
002275.SZ,002275,桂林三金,广西,中成药,主板,20090710,20250307,13.54,0.312,1.1618,0.66,18.8837,19.4858,2.7747,3.6635,3.7622,4.062,4.062,58756.86,55904.1316,15013.3059,795567.8844,756941.9419
002276.SZ,002276,万马股份,浙江,电气设备,主板,20090710,20250307,17.45,28.6637,38.6129,1.43,31.8675,53.3025,3.1355,1.1705,1.0794,0.3154,0.3154,101428.9836,100508.3336,74610.7513,1769935.7638,1753870.4213
002277.SZ,002277,友阿股份,湖南,百货,主板,20090717,20250307,5.75,10.5091,15.4597,1.53,164.8934,105.789,1.1804,6.0532,6.2934,0.2783,0.2783,139417.28,139417.28,94772.406,801649.36,801649.36
002279.SZ,002279,久其软件,北京,软件服务,主板,20090811,20250307,7.81,24.503,31.8721,2.18,,,5.0548,1.9793,1.5778,0.0,,86464.7201,78972.7349,60713.5867,675289.464,616777.0596
002282.SZ,002282,博深股份,河北,机械基件,主板,20090821,20250307,8.03,2.0246,3.0271,0.84,32.852,20.6037,1.1986,2.6331,2.4997,1.9286,1.9286,52683.8348,50201.5138,33574.7143,423051.1934,403118.1558
002283.SZ,002283,天润工业,山东,汽车配件,主板,20090821,20250307,7.49,12.666,17.0477,1.48,21.8381,24.4595,1.4171,2.1302,2.2309,3.0483,3.0483,113945.7178,100146.7394,74406.4614,853453.4263,750099.0781
002284.SZ,002284,亚太股份,浙江,汽车配件,主板,20090828,20250307,9.63,2.7019,4.7844,0.86,73.4119,45.4122,2.4828,1.8371,1.7096,1.0384,1.0384,73910.0348,73121.4173,41292.9298,711753.6351,704159.2486
002285.SZ,002285,世联行,深圳,房产服务,主板,20090828,20250307,2.57,3.0942,5.8576,0.91,,,1.6958,1.5183,2.0338,0.0,,199282.9038,197535.334,104346.1857,512157.0628,507665.8084
002287.SZ,002287,奇正藏药,西藏,中成药,主板,20090828,20250307,22.15,0.1982,1.5674,0.53,20.2402,20.4412,3.2435,5.7519,5.0318,2.1633,3.1565,53108.5871,52995.7463,6701.5775,1176355.2043,1173855.7805
002290.SZ,002290,禾盛新材,江苏,家用电器,主板,20090903,20250307,27.05,6.551,13.1833,0.69,81.084,80.0297,8.4684,2.8677,2.7131,0.0,,24811.233,24724.983,12286.2031,671143.8527,668810.7902
002291.SZ,002291,遥望科技,广东,广告包装,主板,20090903,20250307,7.2,12.8625,15.3351,2.23,,,1.6475,1.4025,1.2566,0.0,,93059.3412,87765.8201,73614.4338,670027.2566,631913.9047
002293.SZ,002293,罗莱生活,江苏,纺织,主板,20090910,20250307,7.43,0.3508,0.6683,0.57,10.8261,14.8288,1.6176,1.1659,1.3015,8.0678,8.0678,83409.2481,82660.8069,43390.5257,619730.7134,614169.7953
002296.SZ,002296,辉煌科技,河南,通信设备,主板,20090929,20250307,11.42,5.1817,5.3877,0.97,27.0619,23.6715,2.0592,6.0108,5.8058,0.8757,0.8757,38958.042,34741.5444,33413.1119,444900.8396,396748.437
002297.SZ,002297,博云新材,湖南,航空,主板,20090929,20250307,6.84,2.5191,3.6563,1.32,133.9019,,1.8624,6.6322,6.7473,0.0,,57310.4819,57310.4819,39485.186,392003.6962,392003.6962
002298.SZ,002298,中电鑫龙,安徽,软件服务,主板,20090929,20250307,6.25,18.8625,19.3932,0.55,,,1.4302,2.0669,2.2327,0.0,,74011.0901,65366.5416,63577.978,462569.3131,408540.885
002299.SZ,002299,圣农发展,福建,农业综合,主板,20091021,20250307,13.72,0.6718,1.4462,0.71,25.6814,55.4901,1.6897,0.9228,0.9311,2.1735,3.6225,124340.0295,122522.5801,56912.614,1705945.2047,1681009.799
002300.SZ,002300,太阳电缆,福建,电气设备,主板,20091021,20250307,5.27,1.0147,2.2737,0.9,21.5618,33.7505,2.016,0.281,0.2711,3.0361,3.0361,72233.37,72227.5059,32232.8285,380669.8599,380638.9561
002301.SZ,002301,齐心集团,深圳,文教休闲,主板,20091021,20250307,8.13,3.0448,5.2992,1.05,76.2491,67.3051,1.8502,0.5284,0.4997,1.0133,1.0133,72130.7933,71799.0223,41254.5126,586423.3495,583726.0513
002302.SZ,002302,西部建设,新疆,水泥,主板,20091103,20250307,6.3,1.2272,3.1711,1.08,12.3317,26.5724,0.8671,0.3478,0.3692,1.8254,1.8254,126235.4304,126235.4304,48851.5666,795283.2115,795283.2115
002307.SZ,002307,北新路桥,新疆,建筑工程,主板,20091111,20250307,4.37,8.9801,14.3973,0.77,171.9804,357.3347,1.6101,0.6531,0.7235,0.2288,0.2288,126829.1582,109103.0717,68051.5931,554243.4213,476780.4233
002313.SZ,002313,日海智能,深圳,通信设备,主板,20091203,20250307,11.32,8.2387,14.8207,0.91,,,34.5484,1.4977,1.3772,0.0,,37440.0,37439.6175,20812.3625,423820.8,423816.4701
002317.SZ,002317,众生药业,广东,中成药,主板,20091211,20250307,10.97,1.4497,1.7096,0.82,35.4824,70.46,2.13,3.5784,3.8171,1.8151,1.8151,85155.6477,76161.7406,64581.6781,934157.4553,835494.2944
002320.SZ,002320,海峡股份,海南,水运,主板,20091216,20250307,6.48,0.8981,3.3312,0.88,33.3157,55.4928,3.3669,3.6737,3.4187,1.7901,1.7901,222893.3187,222893.3187,60093.3126,1444348.7052,1444348.7052
002321.SZ,002321,华英农业,河南,农业综合,主板,20091216,20250307,2.51,2.1037,3.6386,1.04,,,5.5663,1.445,1.1142,0.0,,213289.0071,212421.2084,122814.0807,535355.4078,533177.2331
002322.SZ,002322,理工能科,浙江,软件服务,主板,20091218,20250307,14.28,1.464,2.1005,0.93,22.0166,18.1287,1.8637,4.9411,4.9343,8.3167,8.3167,37914.797,36501.9679,25440.2293,541423.3012,521248.1016
002323.SZ,002323,雅博股份,山东,建筑工程,主板,20091218,20250307,1.74,4.783,6.25,1.24,,,6.6363,4.7753,7.694,0.0,,212085.5142,212040.5869,162270.2733,369028.7947,368950.6212
002326.SZ,002326,永太科技,浙江,化工原料,主板,20091222,20250307,12.06,13.2599,16.6808,1.2,,,3.6234,2.7035,2.5626,0.0,,92540.0795,80397.3261,63909.3661,1116033.3588,969591.7528
002328.SZ,002328,新朋股份,上海,汽车配件,主板,20091230,20250307,6.53,3.523,3.9854,0.77,26.6965,34.6865,1.5357,0.8663,0.936,2.389,2.389,77177.0,57104.1396,50477.6396,503965.81,372890.0316
002331.SZ,002331,皖通科技,安徽,软件服务,主板,20100106,20250307,8.44,2.0944,2.7109,0.96,,,2.0855,3.4174,3.3656,0.0,,41024.5949,39585.1411,30582.6081,346247.581,334098.5909
002332.SZ,002332,仙琚制药,浙江,化学制药,主板,20100112,20250307,9.54,1.5777,2.0141,1.08,16.7595,15.1803,1.5691,2.2886,2.2889,3.1447,3.1447,98920.4866,98419.3551,77097.1743,943701.4422,938920.6477
002333.SZ,002333,罗普斯金,江苏,其他建材,主板,20100112,20250307,5.54,1.1155,3.4718,1.07,71.5864,83.7078,1.9999,2.276,2.2302,0.6318,0.6318,67492.48,65256.31,20967.5612,373908.3392,361519.9574
002334.SZ,002334,英威腾,深圳,电气设备,主板,20100113,20250307,9.49,7.7626,7.953,0.53,20.7205,27.2129,2.6486,1.6764,1.7805,0.6302,0.6302,81081.29,72017.4146,70293.1703,769461.4421,683445.2646
002337.SZ,002337,赛象科技,天津,化工机械,主板,20100115,20250307,5.64,2.8208,4.4908,1.14,52.495,66.8849,2.611,4.9011,3.9884,0.5815,0.5815,58861.575,58799.6532,36933.5732,331979.283,331630.044
002338.SZ,002338,奥普光电,吉林,电器仪表,主板,20100115,20250307,39.52,2.5904,4.4971,0.87,109.4797,137.9555,7.2105,12.263,12.5276,0.0886,0.0886,24000.0,23999.4,13823.9216,948480.0,948456.288
002339.SZ,002339,积成电子,山东,电气设备,主板,20100122,20250307,7.75,6.8615,8.2572,0.73,126.2535,399.1607,2.3166,1.637,1.5456,0.2581,0.2581,50409.2274,47879.3604,39786.5766,390671.5124,371065.0431
002342.SZ,002342,巨力索具,河北,机械基件,主板,20100126,20250307,3.22,3.0452,4.2252,2.13,,,1.2517,1.328,1.4353,0.0932,0.0932,96000.0,95469.0,68807.0,309120.0,307410.18
002343.SZ,002343,慈文传媒,江西,影视音像,主板,20100126,20250307,7.37,6.0533,8.4784,0.85,126.6979,233.3966,3.578,7.5899,49.3431,0.0,,47494.9686,47494.9686,33909.814,350037.9186,350037.9186
002344.SZ,002344,海宁皮城,浙江,商品城,主板,20100126,20250307,4.29,1.2679,2.6974,0.86,31.0002,47.6873,0.656,4.5096,4.781,1.0023,1.0023,128261.696,128145.0092,60233.0025,550242.6758,549742.0895
002345.SZ,002345,潮宏基,广东,服饰,主板,20100128,20250307,7.57,3.682,6.0273,0.95,20.1771,19.9986,1.844,1.14,1.0744,4.6235,4.6235,88851.2707,86707.9365,52968.0902,672604.1192,656379.0793
002346.SZ,002346,柘中股份,上海,电气设备,主板,20100128,20250307,11.47,1.015,2.0962,0.72,17.0399,,1.8861,4.5104,3.8431,1.721,1.721,44157.5416,39339.9954,19048.1333,506487.0022,451229.7472
002347.SZ,002347,泰尔股份,安徽,机械基件,主板,20100128,20250307,8.26,7.267,10.8513,0.81,,,3.5392,3.7654,4.0108,0.0,,50470.2276,49338.2901,33041.4224,416884.08,407534.2762
002348.SZ,002348,高乐股份,广东,文教休闲,主板,20100203,20250307,3.86,4.5712,6.5275,0.82,,,7.63,13.7243,14.3184,0.0,,94720.0,88897.6849,62254.8031,365619.2,343145.0637
002349.SZ,002349,精华制药,江苏,中成药,主板,20100203,20250307,7.19,0.8106,1.2422,0.72,23.6335,27.0288,2.3086,3.8723,4.073,1.2796,1.2796,81418.0908,81418.0908,53128.6782,585396.0729,585396.0729
002350.SZ,002350,北京科锐,北京,电气设备,主板,20100203,20250307,6.75,3.4517,5.626,0.9,,,2.1548,1.8744,1.9056,0.0,,54233.1351,52909.0109,32460.9885,366073.6619,357135.8236
002354.SZ,002354,天娱数科,辽宁,互联网,主板,20100209,20250307,7.37,13.4109,13.4109,1.06,,,8.742,6.9232,7.598,0.0,,165458.582,161837.0982,161837.0982,1219429.7493,1192739.4137
002355.SZ,002355,兴民智通,山东,汽车配件,主板,20100209,20250307,7.32,5.1477,6.688,1.48,,,3.7804,5.6158,5.7343,0.0,,62057.04,61816.665,47579.8374,454257.5328,452497.9878
002356.SZ,002356,赫美集团,深圳,其他商业,主板,20100209,20250307,2.99,1.0186,1.5088,1.09,,,6.963,23.7636,19.9298,0.0,,131125.4521,131125.4521,88523.5832,392065.1018,392065.1018
002357.SZ,002357,富临运业,四川,公共交通,主板,20100210,20250307,9.63,3.8685,5.5186,0.53,20.0617,36.9178,1.9912,3.4905,3.494,0.5192,1.0384,31348.9036,31347.7786,21974.4565,301889.9417,301879.1079
002358.SZ,002358,森源电气,河南,电气设备,主板,20100210,20250307,6.18,15.1385,20.7344,1.6,77.754,48.705,1.7539,2.179,2.0993,0.3236,0.3236,92975.6977,92974.3202,67881.8153,574589.8118,574581.2988
