ts_code,symbol,name,area,industry,market,list_date,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
300428.SZ,300428,立中集团,河北,汽车配件,创业板,20150319,20250307,21.16,8.4951,21.3373,3.17,22.1314,19.3995,1.9194,0.5736,0.4918,0.5581,0.5581,63335.186,55140.8176,21953.3205,1340172.5358,1166779.7004
300429.SZ,300429,强力新材,江苏,化工原料,创业板,20150324,20250307,12.92,6.8116,7.6861,0.79,,,3.7252,8.6923,7.7123,0.0,,53630.0205,39864.4269,35328.6054,692899.8649,515048.3955
300430.SZ,300430,诚益通,北京,电器仪表,创业板,20150319,20250307,18.09,6.2125,9.1396,0.97,29.0415,35.1653,2.2236,4.2019,4.7379,0.4424,0.4424,27304.7596,25986.2959,17663.7614,493943.1012,470092.0928
300434.SZ,300434,金石亚药,四川,化学制药,创业板,20150424,20250307,8.58,1.5564,2.6462,0.82,27.3135,75.6802,1.4277,2.8506,3.0269,1.2821,1.2821,40174.3872,34212.1086,20121.7619,344696.2422,293539.8918
300435.SZ,300435,中泰股份,浙江,供气供热,创业板,20150326,20250307,13.49,4.5839,6.9845,2.59,14.8639,18.5832,1.5882,1.7074,1.8536,1.0955,1.0955,38571.3,36881.463,24205.23,520326.837,497530.9359
300436.SZ,300436,广生堂,福建,化学制药,创业板,20150422,20250307,36.41,5.9931,9.5148,2.15,,,13.0066,13.7183,12.3555,0.0,,15926.7,13671.7638,8611.4577,579891.147,497788.92
300438.SZ,300438,鹏辉能源,广东,电气设备,创业板,20150424,20250307,29.8,5.0096,5.8734,0.61,348.0029,,2.7766,2.1637,2.1926,0.2004,0.2004,50334.336,40416.5941,34472.3089,1499963.2128,1204414.5042
300439.SZ,300439,美康生物,浙江,医疗保健,创业板,20150422,20250307,11.28,1.7061,2.2466,0.97,16.8814,17.2577,1.4992,2.2965,2.3771,1.1879,1.1879,38394.9815,29172.5551,22153.5758,433095.3913,329066.4215
300440.SZ,300440,运达科技,四川,软件服务,创业板,20150423,20250307,8.57,2.9451,4.4748,0.98,39.2723,37.1825,2.4174,3.2105,3.4529,0.5094,0.5094,44391.86,44222.3565,29104.6131,380438.2402,378985.5952
300441.SZ,300441,鲍斯股份,浙江,机床制造,创业板,20150423,20250307,9.79,3.7652,7.3431,0.99,22.4817,7.7961,2.6585,2.6121,2.4967,2.2525,2.2525,64441.5868,62695.9236,32147.5565,630883.1348,613793.092
300443.SZ,300443,金雷股份,山东,电气设备,创业板,20150422,20250307,23.14,5.725,6.4017,1.39,17.9892,31.6606,1.2225,3.807,3.8526,1.4429,1.4429,32013.4598,24277.4045,21710.8461,740791.4598,561779.1401
300444.SZ,300444,双杰电气,北京,电气设备,创业板,20150423,20250307,7.21,4.0229,4.6123,0.81,55.72,49.9875,3.4376,1.8339,1.8259,0.0,,79862.509,59230.0893,51661.2668,575808.6899,427048.9439
300448.SZ,300448,浩云科技,广东,软件服务,创业板,20150424,20250307,7.62,5.7363,6.2021,1.02,,,3.9159,14.1224,15.2131,0.4275,0.4275,67651.7079,49166.721,45474.5104,515506.0142,374650.414
300449.SZ,300449,汉邦高科,北京,IT设备,创业板,20150422,20250307,10.12,3.4821,3.4821,0.54,,,9.8834,29.4772,27.2273,0.0,,38748.0309,29626.7599,29626.7599,392130.0727,299822.8102
300451.SZ,300451,创业慧康,浙江,软件服务,创业板,20150514,20250307,6.69,10.6515,13.9391,0.77,282.4766,,2.2283,6.4136,6.3676,0.149,0.149,154912.4692,152669.377,116661.5701,1036364.4189,1021358.1321
300455.SZ,300455,航天智装,北京,IT设备,创业板,20150515,20250307,14.27,3.1795,7.0638,1.52,113.0638,119.3118,5.6588,7.2744,8.1584,0.1051,0.1051,71776.7936,70862.2436,31895.7451,1024254.8447,1011204.2162
300456.SZ,300456,赛微电子,北京,半导体,创业板,20150514,20250307,18.69,3.0273,3.677,0.77,132.0784,,2.7216,10.5295,11.2591,0.1873,0.1873,73221.3134,59349.6578,48863.8321,1368506.3474,1109245.1043
300457.SZ,300457,赢合科技,深圳,专用机械,创业板,20150514,20250307,21.27,2.9921,5.6429,0.72,24.9336,25.6259,2.1044,1.4163,1.5815,0.8182,0.8182,64919.2963,63671.7221,33761.6864,1380833.4323,1354297.5291
300460.SZ,300460,惠伦晶体,广东,元器件,创业板,20150515,20250307,12.98,3.136,3.9055,1.0,,,4.0928,9.1995,6.9292,0.0,,28080.4251,28080.4251,22547.6871,364483.9178,364483.9178
300463.SZ,300463,迈克生物,四川,医疗保健,创业板,20150528,20250307,13.6,3.5886,4.273,2.6,26.6446,25.6048,1.2746,2.8765,3.053,1.1292,1.1292,61246.959,49150.4817,41277.5544,832958.6424,668446.5511
300465.SZ,300465,高伟达,北京,软件服务,创业板,20150528,20250307,17.42,6.9794,10.1624,1.03,269.225,245.1043,12.2628,5.5046,6.0309,0.0,,44374.9357,44374.9357,30476.1301,773011.3799,773011.3799
300466.SZ,300466,赛摩智能,江苏,电器仪表,创业板,20150528,20250307,8.66,10.0063,16.3148,2.07,,,5.8151,5.552,6.6262,0.0,,53552.9908,41998.6257,25758.899,463768.9003,363708.0986
300467.SZ,300467,迅游科技,四川,互联网,创业板,20150527,20250307,19.43,6.5345,6.8497,0.88,134.3508,183.8939,6.3595,10.6513,12.6912,0.0,,20320.4897,16855.7274,16080.0734,394827.1149,327506.7834
300468.SZ,300468,四方精创,深圳,软件服务,创业板,20150527,20250307,17.76,6.2689,8.089,1.2,198.9119,252.2777,5.8144,12.9024,12.688,0.3378,0.3378,53064.9275,52885.1261,40985.2858,942433.1124,939239.8395
300469.SZ,300469,信息发展,浙江,软件服务,创业板,20150611,20250307,33.8,11.9252,15.1983,2.24,,,16.3842,34.0407,31.6652,0.0,,24823.8824,24823.2554,19477.2931,839047.2251,839026.0325
300470.SZ,300470,中密控股,四川,机械基件,创业板,20150612,20250307,37.29,2.2345,2.9133,1.13,22.3919,21.0148,3.1701,5.6689,5.0962,2.6209,2.6209,20817.1277,19730.9685,15133.942,776270.6919,735767.8154
300471.SZ,300471,厚普股份,四川,专用机械,创业板,20150611,20250307,9.66,6.7076,9.9263,4.28,,,3.4019,4.1702,6.1582,0.0,,40416.5856,36655.1986,24769.3989,390424.2169,354089.2185
300473.SZ,300473,德尔股份,辽宁,汽车配件,创业板,20150612,20250307,31.03,17.2317,24.9377,0.63,363.6717,179.6666,3.013,1.0896,1.0511,0.0,,15097.3101,15004.9988,10368.3025,468469.5324,465605.1128
300475.SZ,300475,香农芯创,安徽,元器件,创业板,20150610,20250307,40.6,21.7321,32.6332,1.52,49.1897,35.3719,6.2899,1.6487,0.9222,0.4089,0.4089,45756.5767,44024.0767,29317.7858,1857717.014,1787377.514
300477.SZ,300477,合纵科技,湖南,电气设备,创业板,20150610,20250307,2.98,4.2899,4.4408,0.84,,,1.9427,1.0811,1.0538,0.0,,107201.8687,93547.8109,90369.2579,319461.5687,278772.4765
300479.SZ,300479,神思电子,山东,软件服务,创业板,20150612,20250307,22.78,7.6163,10.407,1.16,,,10.565,10.8265,14.9275,0.0,,19704.0865,19704.0865,14420.2438,448859.0905,448859.0905
300480.SZ,300480,光力科技,河南,专用机械,创业板,20150702,20250307,15.6,3.0835,3.625,0.67,79.4964,,4.1065,8.3291,9.8554,0.3193,0.3193,35282.9602,24774.1664,21073.6053,550414.1791,386476.9958
300481.SZ,300481,濮阳惠成,河南,化工原料,创业板,20150630,20250307,15.55,4.7106,7.2599,3.03,19.5566,24.8472,1.9386,3.3339,3.1962,3.8279,3.8279,29570.3347,29395.2258,19073.3297,459818.7046,457095.7612
300482.SZ,300482,万孚生物,广东,医疗保健,创业板,20150630,20250307,23.69,1.5112,1.7637,0.92,23.3888,21.7756,2.1267,4.1249,3.8768,1.6428,1.6428,48142.4317,43011.196,36851.7696,1140494.207,1018935.2332
300484.SZ,300484,蓝海华腾,深圳,电气设备,创业板,20160322,20250307,22.88,11.3612,12.5158,0.73,197.4552,207.003,7.4184,14.5779,14.0129,0.6993,0.6993,20768.19,16635.2625,15100.644,475176.1872,380614.806
300486.SZ,300486,东杰智能,山西,专用机械,创业板,20150630,20250307,7.74,4.6576,6.6737,0.74,,,2.5354,3.6185,3.691,0.0,,40765.4221,39609.7415,27643.7475,315524.3671,306579.3992
300488.SZ,300488,恒锋工具,浙江,机械基件,创业板,20150701,20250307,45.81,4.6878,12.9212,0.87,58.4927,58.331,5.2685,14.091,12.7649,1.175,1.175,17262.5486,14364.2828,5211.3459,790797.3514,658027.7951
300489.SZ,300489,光智科技,黑龙江,专用机械,创业板,20150701,20250307,57.85,9.9942,17.8453,2.04,,,13.5965,7.8747,6.3954,0.0,,13767.2835,13716.3931,7681.8431,796437.3505,793493.3408
300490.SZ,300490,华自科技,湖南,专用机械,创业板,20151231,20250307,9.06,6.9531,8.8845,0.62,,,1.366,1.5249,2.1,0.0,,39867.0674,39326.0612,30777.2363,361195.6306,356294.1145
300491.SZ,300491,通合科技,河北,电气设备,创业板,20151231,20250307,20.6,9.2772,12.0579,1.24,35.0938,63.114,3.1838,3.569,3.1465,0.5802,0.5802,17473.8099,15510.5092,11933.5444,359960.4839,319516.4895
300492.SZ,300492,华图山鼎,四川,建筑工程,创业板,20151223,20250307,91.0,1.1864,3.654,1.64,,310.563,38.0187,51.7336,5.4783,0.0,0.2198,14048.647,14048.647,4561.3872,1278426.877,1278426.877
300493.SZ,300493,润欣科技,上海,元器件,创业板,20151210,20250307,24.75,7.8884,10.8354,0.76,356.0331,312.0057,11.8271,5.8725,5.0104,0.1796,0.1796,51257.5047,50099.3047,36473.2297,1268623.2413,1239957.7913
300494.SZ,300494,盛天网络,湖北,互联网,创业板,20151231,20250307,13.17,6.4777,7.0044,0.84,38.1464,,3.7913,4.8601,5.8785,0.2653,0.2653,49051.0076,39829.9399,36834.7399,646001.7701,524560.3085
300497.SZ,300497,富祥药业,江西,化学制药,创业板,20151222,20250307,8.07,1.7536,1.8994,1.28,,,1.8575,2.7574,3.414,0.0,,55000.4834,45162.0728,41696.5551,443853.901,364457.9275
300499.SZ,300499,高澜股份,广东,专用机械,创业板,20160202,20250307,18.53,6.9718,7.262,0.82,,,4.0862,9.8661,10.6415,0.0,,30524.8564,27140.8406,26056.188,565625.5891,502919.7763
300503.SZ,300503,昊志机电,广东,机械基件,创业板,20160309,20250307,29.78,21.7504,29.1809,1.74,,,7.6844,9.1123,7.2006,0.0,,30607.2836,23908.7302,17820.7062,911484.9056,712001.9854
300504.SZ,300504,天邑股份,四川,通信设备,创业板,20180330,20250307,17.38,9.9374,18.8916,4.27,46.7788,303.1421,2.1089,1.844,2.3529,1.1567,1.1567,27102.458,21826.2631,11481.0786,471040.72,379340.4527
300505.SZ,300505,川金诺,云南,农药化肥,创业板,20160315,20250307,16.65,11.5281,12.5747,1.31,,36.012,1.8453,1.6879,1.5272,0.6607,0.6607,27486.7523,21736.1222,19927.0097,457654.4258,361906.4346
300507.SZ,300507,苏奥传感,江苏,汽车配件,创业板,20160429,20250307,8.14,6.9587,11.1674,0.76,52.3443,45.3256,3.1722,5.7816,5.2283,0.7325,0.7325,79654.8907,77246.8748,48134.8044,648390.8103,628789.5609
300509.SZ,300509,新美星,江苏,专用机械,创业板,20160425,20250307,10.32,7.2914,14.8527,2.25,131.3778,108.8061,5.4253,3.2939,3.0568,1.1628,1.1628,29640.0,24710.3523,12130.5843,305884.8,255010.8357
300510.SZ,300510,金冠股份,吉林,电气设备,创业板,20160506,20250307,4.09,2.8708,4.2559,1.41,132.242,,1.2875,2.8849,2.688,0.0,,82469.07,82469.07,55628.8009,337298.4963,337298.4963
300512.SZ,300512,中亚股份,浙江,专用机械,创业板,20160526,20250307,8.4,6.2604,16.9569,1.05,83.3729,185.485,2.1254,3.3624,3.2242,1.305,1.305,40764.0875,32780.8433,12102.4609,342418.335,275359.0837
300514.SZ,300514,友讯达,深圳,电器仪表,创业板,20170426,20250307,16.03,5.4871,7.1811,0.93,16.7335,16.9751,3.1973,2.9214,2.9703,1.2477,1.2477,20000.0,15841.37,12104.45,320600.0,253937.1611
300515.SZ,300515,三德科技,湖南,电器仪表,创业板,20160608,20250307,20.2,12.9749,24.0738,2.48,77.3443,52.5411,5.5986,8.9469,8.5928,0.7004,0.7004,20575.45,18378.7968,9905.4965,415624.09,371251.6954
300516.SZ,300516,久之洋,湖北,电器仪表,创业板,20160602,20250307,34.85,1.2979,4.0563,1.02,75.647,104.8684,4.9159,8.1499,9.4271,1.01,1.01,18000.0,18000.0,5759.6038,627300.0,627300.0
300520.SZ,300520,科大国创,安徽,软件服务,创业板,20160708,20250307,27.43,9.7822,12.4329,0.92,,,4.3471,3.1758,4.4918,0.0,,29116.7418,27737.2655,21823.6221,798672.2276,760833.1927
300521.SZ,300521,爱司凯,广东,专用机械,创业板,20160705,20250307,23.77,7.1641,9.6282,1.43,,,7.1057,21.4836,19.495,0.0,0.1683,14400.0,14399.9055,10714.5575,342288.0,342285.7537
300522.SZ,300522,世名科技,江苏,染料涂料,创业板,20160705,20250307,13.91,3.4295,5.266,1.0,249.066,234.5088,5.4752,6.5806,6.5446,0.3595,0.3595,32245.1507,24389.9953,15884.087,448530.0462,339264.8346
300523.SZ,300523,辰安科技,北京,软件服务,创业板,20160726,20250307,26.33,9.1521,18.7301,1.69,76.9113,,4.4805,2.7141,3.2313,0.0,,23263.7638,23226.7801,11349.2479,612534.9009,611561.12
300525.SZ,300525,博思软件,福建,软件服务,创业板,20160726,20250307,20.83,14.3697,16.8626,2.02,48.2288,45.868,6.7373,7.7064,7.2045,0.8967,0.8967,75632.6001,61739.541,52612.3542,1575427.0601,1286034.639
300527.SZ,300527,中船应急,湖北,专用机械,创业板,20160805,20250307,8.14,3.4057,8.0141,2.0,,7050.4466,3.0728,13.3188,8.1364,0.0,,98682.2295,98682.2295,41937.0402,803273.3481,803273.3481
300528.SZ,300528,幸福蓝海,江苏,影视音像,创业板,20160808,20250307,8.36,1.9005,4.8064,0.96,,,4.756,2.833,3.765,0.0,,37260.8054,37260.8054,14733.1068,311500.3331,311500.3331
300530.SZ,300530,领湃科技,湖南,电气设备,创业板,20160809,20250307,27.75,8.5684,26.7049,0.72,,,69.5073,25.0841,32.9014,0.0,,17195.1354,15827.4714,5078.3354,477165.0074,439212.3314
300531.SZ,300531,优博讯,深圳,IT设备,创业板,20160809,20250307,15.3,3.1961,5.3913,1.1,,,3.3355,3.9573,3.9119,0.3168,0.3168,32789.5925,31511.6038,18680.7838,501680.7653,482127.5381
300532.SZ,300532,今天国际,深圳,软件服务,创业板,20160818,20250307,13.59,5.1717,8.6798,1.02,15.8685,18.4971,3.6589,2.0165,2.2138,4.0285,4.0285,45332.4086,43091.9116,25675.2405,616067.4329,585619.0786
300533.SZ,300533,冰川网络,深圳,互联网,创业板,20160818,20250307,26.1,6.6367,7.7129,1.08,22.3798,,5.7313,2.1971,2.3055,1.8914,1.8914,23430.333,16473.7563,14175.1736,611531.6913,429965.0394
300537.SZ,300537,广信材料,江苏,染料涂料,创业板,20160830,20250307,19.85,8.5384,9.7852,0.81,576.7338,518.2378,4.864,7.8007,7.9304,0.0,,20039.5122,14392.4989,12558.6273,397784.3172,285691.1032
300539.SZ,300539,横河精密,浙江,塑料,创业板,20160830,20250307,16.12,10.3014,19.888,0.81,105.7677,117.1394,6.5434,5.2873,4.9324,0.4959,0.4959,22225.42,17147.9453,8882.1622,358273.7704,276424.8782
300540.SZ,300540,蜀道装备,四川,专用机械,创业板,20160823,20250307,24.13,2.1765,3.3609,1.14,122.237,95.0972,3.8084,5.9707,4.878,0.0,,16537.5993,14513.093,9398.291,399052.2711,350200.9341
300541.SZ,300541,先进数通,北京,软件服务,创业板,20160913,20250307,14.91,19.6754,19.6754,0.75,40.6067,72.6281,3.9187,2.3422,2.388,0.6191,0.6191,43004.4492,36520.9064,36520.9064,641196.3376,544526.7144
300542.SZ,300542,新晨科技,北京,软件服务,创业板,20160920,20250307,20.55,4.3169,6.8786,1.19,168.7198,161.3204,9.774,3.5363,3.9371,0.0681,0.0681,29855.9899,24638.5295,15462.6629,613540.5924,506321.7812
300543.SZ,300543,朗科智能,深圳,元器件,创业板,20160908,20250307,14.85,20.3208,24.2512,1.5,99.4989,106.3488,3.8796,2.9853,2.647,0.3367,0.3367,26813.8566,21124.3864,17700.7301,398185.7705,313697.138
300546.SZ,300546,雄帝科技,深圳,IT设备,创业板,20160928,20250307,20.59,12.0054,13.8102,0.88,,,3.5516,9.2677,8.428,0.0,,18552.4691,13303.832,11565.2022,381995.3388,273925.9009
300547.SZ,300547,川环科技,四川,汽车配件,创业板,20160930,20250307,36.95,10.8728,12.5802,0.73,49.4764,39.915,6.9958,7.2248,6.1668,1.125,1.125,21690.6174,17663.3031,15265.9274,801468.3129,652659.0495
300548.SZ,300548,博创科技,浙江,通信设备,创业板,20161012,20250307,43.5,9.7084,13.9406,0.71,153.7393,,7.5061,7.476,5.9799,0.1825,0.1825,28793.5057,22329.2595,15550.3038,1252517.498,971322.7883
300550.SZ,300550,和仁科技,浙江,软件服务,创业板,20161018,20250307,14.9,1.8931,3.773,0.66,100.0135,145.274,3.6483,8.9064,9.2899,0.2013,0.2013,26256.0141,26231.6361,13162.0581,391214.6101,390851.3779
300551.SZ,300551,古鳌科技,上海,软件服务,创业板,20161018,20250307,11.11,10.9166,12.3421,0.7,,,5.112,6.7588,10.8981,0.0,,34575.2939,30097.5319,26621.2351,384131.5152,334383.5794
300557.SZ,300557,理工光科,湖北,电器仪表,创业板,20161101,20250307,36.59,3.5492,6.9267,0.88,135.0472,99.5715,3.484,5.6351,5.5404,0.4206,0.4206,9303.5959,9149.7259,4688.3342,340418.574,334788.4707
300559.SZ,300559,佳发教育,四川,软件服务,创业板,20161101,20250307,13.7,4.3561,6.043,1.12,41.7692,83.6241,4.4757,9.0562,10.8083,1.0879,1.0879,39951.4567,31113.6833,22428.3245,547334.9568,426257.4612
300560.SZ,300560,中富通,福建,通信设备,创业板,20161101,20250307,14.66,5.7967,7.5177,1.27,,,3.0937,2.6177,2.8509,0.0887,0.0887,22974.3622,18695.6145,14415.6196,336804.1499,274077.7086
300562.SZ,300562,乐心医疗,广东,医疗保健,创业板,20161116,20250307,16.17,8.6517,9.4976,0.68,102.319,50.4412,3.3959,3.9767,3.4056,1.7239,1.7239,21746.6188,16107.2308,14672.7089,351642.826,260453.922
300565.SZ,300565,科信技术,深圳,通信设备,创业板,20161122,20250307,12.85,11.6264,11.9719,1.6,,,4.5238,6.2633,7.0859,0.0,,24970.4612,22760.8011,22103.8656,320870.4264,292476.2941
300566.SZ,300566,激智科技,浙江,元器件,创业板,20161115,20250307,21.87,8.025,8.9164,1.13,39.949,25.604,2.9537,2.5043,2.5085,0.6781,0.6781,26374.155,22658.6606,20393.4372,576802.7699,495544.9073
300567.SZ,300567,精测电子,湖北,电器仪表,创业板,20161122,20250307,67.88,4.3418,4.9017,1.13,123.9967,75.9849,5.6735,7.6613,6.8549,0.2939,0.2939,27419.263,20277.388,17961.3427,1861219.5724,1376429.0974
300568.SZ,300568,星源材质,深圳,化工原料,创业板,20161201,20250307,11.24,4.4024,4.5626,0.74,26.1913,58.4767,1.5352,5.0095,4.4292,1.9568,1.9568,134295.697,121383.2429,117121.0056,1509483.6343,1364347.6502
300569.SZ,300569,天能重工,山东,电气设备,创业板,20161125,20250307,4.58,0.9659,1.4102,0.93,18.6275,89.4411,0.8559,1.1059,1.3636,1.6157,1.6157,102269.9704,101764.2461,69704.5822,468396.4644,466080.2471
300570.SZ,300570,太辰光,深圳,通信设备,创业板,20161206,20250307,89.4,6.5829,8.3321,0.59,130.925,103.5604,14.3612,22.9495,17.2428,0.5593,0.5593,22712.6867,19229.4948,15192.4433,2030514.191,1719116.8351
300571.SZ,300571,平治信息,浙江,互联网,创业板,20161213,20250307,36.29,12.9981,16.6012,1.07,,,3.1948,2.6502,2.9316,0.0,,13952.8294,11561.1896,9051.9396,506348.1789,419555.5706
300572.SZ,300572,安车检测,深圳,电器仪表,创业板,20161206,20250307,17.28,3.9087,4.2495,0.98,,,2.0011,8.5592,9.9591,0.1145,0.1145,22898.8812,18359.6561,16887.4139,395692.6671,317254.8574
300573.SZ,300573,兴齐眼药,辽宁,化学制药,创业板,20161208,20250307,70.26,2.6587,2.9297,0.8,51.2965,35.3348,7.8792,8.3901,6.833,3.7438,3.7438,17524.9247,13481.3202,12234.0007,1231301.2094,947197.5573
300578.SZ,300578,会畅通讯,上海,通信设备,创业板,20170125,20250307,21.17,3.2512,4.5075,0.91,,,3.5751,9.2309,9.2112,0.0,,19826.974,19405.946,13996.946,419737.0396,410823.8768
300579.SZ,300579,数字认证,北京,软件服务,创业板,20161223,20250307,31.65,3.3047,7.1878,0.74,,,9.5325,8.7874,8.0707,0.0,,27000.0,26227.8592,12058.6907,854550.0,830111.7437
300580.SZ,300580,贝斯特,江苏,汽车配件,创业板,20170111,20250307,36.72,6.7099,15.7442,1.09,69.7512,66.0263,6.0847,13.6833,13.3315,0.451,0.451,50054.3865,47081.3575,20065.4166,1837997.0723,1728827.4474
300581.SZ,300581,晨曦航空,陕西,航空,创业板,20161220,20250307,11.16,5.9666,12.8958,1.7,1066.9129,453.3981,6.1327,26.309,29.5623,0.1165,0.1165,55010.9546,55010.9546,25452.392,613922.2533,613922.2533
300582.SZ,300582,英飞特,浙江,元器件,创业板,20161228,20250307,14.16,4.6033,5.2232,1.1,,,2.7808,1.6066,1.5341,0.0,,29853.6488,22158.9138,19529.1129,422727.667,313770.2194
300583.SZ,300583,赛托生物,山东,化学制药,创业板,20170106,20250307,25.1,3.0693,5.7324,1.28,104.4102,,2.4511,3.7206,4.2453,1.7928,1.7928,18970.2126,18614.8926,9967.0744,476152.3363,467233.8043
300586.SZ,300586,美联新材,广东,化工原料,创业板,20170104,20250307,8.4,3.6153,5.2864,0.91,51.9672,117.9771,3.1167,3.1932,3.4258,0.5952,0.5952,71121.6645,53448.9218,36553.2775,597421.9818,448970.9431
300587.SZ,300587,天铁科技,浙江,橡胶,创业板,20170105,20250307,4.37,1.9418,2.2259,1.06,,,1.9834,3.3815,2.4851,0.0,,116634.3797,92559.0932,80746.5203,509692.2393,404483.2373
300590.SZ,300590,移为通信,上海,通信设备,创业板,20170111,20250307,15.69,4.2606,6.4275,0.82,49.1646,39.5361,3.9279,7.1029,6.8181,0.9482,0.9482,45983.4832,35427.8721,23483.7321,721480.8514,555863.3132
300592.SZ,300592,华凯易佰,湖南,互联网,创业板,20170120,20250307,13.13,3.5383,6.9494,1.08,16.0031,23.9202,2.3965,0.8155,0.6743,2.176,2.176,40484.5869,36639.7,18655.1129,531562.626,481079.261
300593.SZ,300593,新雷能,北京,电气设备,创业板,20170113,20250307,15.08,8.8736,9.4227,1.45,84.4864,,2.9147,5.5777,7.7532,0.6597,0.6597,54249.8469,45026.3501,42402.4023,818087.6913,678997.3595
300595.SZ,300595,欧普康视,安徽,医疗保健,创业板,20170117,20250307,16.53,1.3189,1.872,0.85,22.2223,22.7501,3.1837,8.5273,8.0133,1.3506,1.3506,89615.2386,66849.476,47098.1532,1481339.8941,1105021.8383
300596.SZ,300596,利安隆,天津,化工原料,创业板,20170119,20250307,32.44,3.1784,4.7174,1.16,20.5493,18.9316,1.7124,1.4112,1.31,1.0604,1.0604,22961.9667,22468.851,15138.3571,744886.1997,728889.5264
300598.SZ,300598,诚迈科技,江苏,软件服务,创业板,20170120,20250307,49.99,3.6427,4.9608,1.03,57.6838,41.9114,6.8767,5.7773,5.6367,0.1846,0.1846,21698.1741,21692.0975,15928.1906,1084691.7233,1084387.954
300601.SZ,300601,康泰生物,深圳,生物制药,创业板,20170207,20250307,15.3,1.3255,1.9719,0.9,19.8408,33.1601,1.8578,4.9142,5.6377,1.3072,1.3072,111692.7737,88139.0709,59246.6243,1708899.4376,1348527.7848
300603.SZ,300603,立昂技术,新疆,通信设备,创业板,20170126,20250307,13.76,12.5306,14.1802,1.12,858.3044,536.2281,4.4325,8.8494,8.9091,0.0,,46479.8231,37047.0021,32737.2752,639562.3659,509766.7489
300606.SZ,300606,金太阳,广东,机械基件,创业板,20170208,20250307,21.54,11.0016,16.0215,1.34,57.6707,74.0851,4.315,5.3405,5.8314,0.6876,0.6876,14011.7,11932.6435,8193.8807,301812.018,257029.141
300607.SZ,300607,拓斯达,广东,专用机械,创业板,20170209,20250307,37.29,13.9798,15.9547,0.92,202.0404,,6.0035,3.9068,5.0097,0.1019,0.1019,47697.2412,33768.9987,29589.1939,1778630.1243,1259245.9615
300608.SZ,300608,思特奇,北京,软件服务,创业板,20170213,20250307,14.45,15.5309,22.7368,1.68,217.3358,,3.4279,5.4981,6.0424,0.0691,0.0691,33121.8123,27510.5069,18791.6318,478610.1877,397526.8247
300609.SZ,300609,汇纳科技,上海,软件服务,创业板,20170215,20250307,27.5,4.7014,6.0158,1.09,,,3.1641,8.7791,8.8284,0.7273,0.7273,12011.4387,11989.3313,9369.8571,330314.5643,329706.6108
300611.SZ,300611,美力科技,浙江,汽车配件,创业板,20170220,20250307,25.0,36.3934,42.3715,1.34,129.6602,60.1016,4.98,3.8343,3.3552,0.1972,0.1972,21107.468,14830.298,12737.908,527686.7,370757.45
300612.SZ,300612,宣亚国际,北京,广告包装,创业板,20170215,20250307,16.98,8.927,11.2584,1.81,,,6.0225,2.9212,3.7198,0.0,,18045.4496,17987.9496,14262.9421,306411.7342,305435.3842
300613.SZ,300613,富瀚微,上海,半导体,创业板,20170220,20250307,62.25,3.2235,6.1994,0.73,57.1502,55.8489,5.6422,7.9182,8.1283,0.1901,0.1901,23180.6714,21860.1688,11366.4598,1442996.7947,1360795.5078
300617.SZ,300617,安靠智电,江苏,电气设备,创业板,20170228,20250307,34.72,3.3303,5.2731,0.7,28.3637,32.3037,2.0503,6.0627,6.1284,0.5081,0.5081,16736.0156,14059.1636,8879.1486,581074.4616,488134.1602
300618.SZ,300618,寒锐钴业,江苏,小金属,创业板,20170306,20250307,40.62,11.6693,14.7513,1.37,90.5974,71.6095,2.3631,2.6153,2.3843,0.2483,0.2483,30832.4991,27132.0758,21463.3879,1252416.1134,1102104.919
300619.SZ,300619,金银河,广东,专用机械,创业板,20170301,20250307,28.83,6.6947,8.1341,0.73,41.1761,,2.355,1.7136,2.3575,0.7284,0.7284,13384.5891,10997.9828,9051.8186,385877.7038,317071.8441
300620.SZ,300620,光库科技,广东,通信设备,创业板,20170310,20250307,47.89,2.83,6.2479,0.95,200.1012,173.5586,6.2139,16.8098,12.9039,0.2093,0.2093,24918.0545,24691.5948,11183.9793,1193325.63,1182480.475
300624.SZ,300624,万兴科技,西藏,软件服务,创业板,20180118,20250307,72.7,9.5829,11.9892,1.28,163.0466,898.6696,11.0272,9.491,9.7738,0.1087,0.1087,19333.6324,17123.3216,13686.5526,1405555.0755,1244865.4803
300629.SZ,300629,新劲刚,广东,元器件,创业板,20170324,20250307,22.24,7.4193,8.3471,1.87,40.1722,39.9615,3.266,10.9406,10.5252,0.4443,0.4443,25142.3424,21161.9597,18809.7764,559165.695,470641.9837
300632.SZ,300632,光莆股份,福建,半导体,创业板,20170406,20250307,14.71,6.9965,9.0731,0.69,50.2755,90.1977,2.5095,5.0188,5.7772,2.537,2.537,30518.162,22121.0558,17057.9143,448922.163,325400.7308
300633.SZ,300633,开立医疗,深圳,医疗保健,创业板,20170406,20250307,29.03,1.537,2.7567,0.75,27.6422,51.7353,4.026,5.9246,6.1258,1.097,1.097,43271.2405,43271.2405,24126.2005,1256164.1117,1256164.1117
