股票代码,股票名称,当日涨幅,场景描述,时间段,涨概率,跌概率,平概率,最大涨幅,最小涨幅,收盘涨幅,成交量占比,样本数
300900.SZ,广联航空,small_down,今天小跌(-1% ~ 0)，明天概率情况,竞价,35.44,56.96,7.59,0.79,0.79,0.79,0.38,79
300900.SZ,广联航空,small_down,今天小跌(-1% ~ 0)，明天概率情况,1分钟,36.71,58.23,5.06,0.0,0.0,0.0,0.0,79
300900.SZ,广联航空,small_down,今天小跌(-1% ~ 0)，明天概率情况,5分钟,34.18,62.03,3.8,0.04,-0.09,0.04,0.0,79
300900.SZ,广联航空,small_down,今天小跌(-1% ~ 0)，明天概率情况,15分钟,43.04,56.96,0.0,0.04,-0.1,0.03,0.0,79
300900.SZ,广联航空,small_down,今天小跌(-1% ~ 0)，明天概率情况,30分钟,36.71,60.76,2.53,0.04,-0.1,0.04,0.0,79
300900.SZ,广联航空,small_down,今天小跌(-1% ~ 0)，明天概率情况,1小时,34.18,65.82,0.0,0.05,-0.1,0.04,0.0,79
300900.SZ,广联航空,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,竞价,36.63,52.48,10.89,-0.16,-0.16,-0.16,0.26,101
300900.SZ,广联航空,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1分钟,39.6,52.48,7.92,0.0,0.0,0.0,0.0,101
300900.SZ,广联航空,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,5分钟,52.48,45.54,1.98,0.08,-0.28,0.07,0.0,101
300900.SZ,广联航空,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,15分钟,47.52,50.5,1.98,0.08,-0.29,0.07,0.0,101
300900.SZ,广联航空,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,30分钟,54.46,45.54,0.0,0.13,-0.29,0.12,0.0,101
300900.SZ,广联航空,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1小时,48.51,49.5,1.98,0.14,-0.29,0.12,0.0,101
300900.SZ,广联航空,micro_up,今天微涨(0 ~ 1%)，明天概率情况,竞价,38.0,49.0,13.0,-0.57,-0.57,-0.57,0.09,100
300900.SZ,广联航空,micro_up,今天微涨(0 ~ 1%)，明天概率情况,1分钟,41.0,47.0,12.0,0.0,0.0,0.0,0.0,100
300900.SZ,广联航空,micro_up,今天微涨(0 ~ 1%)，明天概率情况,5分钟,42.0,55.0,3.0,0.06,-0.07,0.05,0.0,100
300900.SZ,广联航空,micro_up,今天微涨(0 ~ 1%)，明天概率情况,15分钟,38.0,59.0,3.0,0.09,-0.07,0.08,0.0,100
300900.SZ,广联航空,micro_up,今天微涨(0 ~ 1%)，明天概率情况,30分钟,45.0,51.0,4.0,0.09,-0.07,0.06,0.0,100
300900.SZ,广联航空,micro_up,今天微涨(0 ~ 1%)，明天概率情况,1小时,47.0,53.0,0.0,0.1,-0.07,0.1,0.0,100
300900.SZ,广联航空,3-5,今天3-5%，明天概率情况,竞价,33.33,66.67,0.0,-0.38,-0.38,-0.38,1.21,27
300900.SZ,广联航空,3-5,今天3-5%，明天概率情况,1分钟,33.33,66.67,0.0,0.0,0.0,0.0,0.0,27
300900.SZ,广联航空,3-5,今天3-5%，明天概率情况,5分钟,48.15,51.85,0.0,0.23,-0.17,0.15,0.0,27
300900.SZ,广联航空,3-5,今天3-5%，明天概率情况,15分钟,44.44,51.85,3.7,0.23,-0.2,0.1,0.0,27
300900.SZ,广联航空,3-5,今天3-5%，明天概率情况,30分钟,48.15,51.85,0.0,0.28,-0.26,0.22,0.0,27
300900.SZ,广联航空,3-5,今天3-5%，明天概率情况,1小时,40.74,59.26,0.0,0.35,-0.26,0.25,0.0,27
300900.SZ,广联航空,1-3,今天1-3%，明天概率情况,竞价,35.71,55.95,8.33,0.28,0.28,0.28,0.3,84
300900.SZ,广联航空,1-3,今天1-3%，明天概率情况,1分钟,41.67,55.95,2.38,0.0,0.0,0.0,0.0,84
300900.SZ,广联航空,1-3,今天1-3%，明天概率情况,5分钟,47.62,51.19,1.19,0.18,-0.08,0.09,0.0,84
300900.SZ,广联航空,1-3,今天1-3%，明天概率情况,15分钟,46.43,53.57,0.0,0.18,-0.08,0.08,0.0,84
300900.SZ,广联航空,1-3,今天1-3%，明天概率情况,30分钟,42.86,54.76,2.38,0.18,-0.09,0.07,0.0,84
300900.SZ,广联航空,1-3,今天1-3%，明天概率情况,1小时,44.05,55.95,0.0,0.18,-0.1,0.08,0.0,84
300900.SZ,广联航空,large_down,今天大跌(-5% ~ -3%)，明天概率情况,竞价,53.85,42.31,3.85,0.22,0.22,0.22,1.05,26
300900.SZ,广联航空,large_down,今天大跌(-5% ~ -3%)，明天概率情况,1分钟,57.69,38.46,3.85,0.0,0.0,0.0,0.0,26
300900.SZ,广联航空,large_down,今天大跌(-5% ~ -3%)，明天概率情况,5分钟,53.85,46.15,0.0,0.25,-0.15,0.21,0.0,26
300900.SZ,广联航空,large_down,今天大跌(-5% ~ -3%)，明天概率情况,15分钟,57.69,42.31,0.0,0.29,-0.25,0.29,0.0,26
300900.SZ,广联航空,large_down,今天大跌(-5% ~ -3%)，明天概率情况,30分钟,61.54,38.46,0.0,0.54,-0.34,0.52,0.0,26
300900.SZ,广联航空,large_down,今天大跌(-5% ~ -3%)，明天概率情况,1小时,65.38,34.62,0.0,0.7,-0.37,0.47,0.0,26
300900.SZ,广联航空,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,竞价,39.39,54.55,6.06,6.77,6.77,6.77,3.95,33
300900.SZ,广联航空,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,1分钟,48.48,45.45,6.06,0.0,0.0,0.0,0.0,33
300900.SZ,广联航空,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,5分钟,54.55,45.45,0.0,0.21,-0.24,0.2,0.0,33
300900.SZ,广联航空,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,15分钟,60.61,39.39,0.0,0.3,-0.24,0.27,0.0,33
300900.SZ,广联航空,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,30分钟,54.55,39.39,6.06,0.3,-0.24,0.19,0.0,33
300900.SZ,广联航空,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,1小时,63.64,36.36,0.0,0.33,-0.24,0.2,0.0,33
