股票代码,股票名称,当日涨幅,场景描述,时间段,涨概率,跌概率,平概率,最大涨幅,最小涨幅,收盘涨幅,成交量占比,样本数
600882.SH,妙可蓝多,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,竞价,34.92,53.17,11.9,0.0,0.0,0.0,0.28,126
600882.SH,妙可蓝多,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1分钟,34.13,53.97,11.9,0.0,0.0,0.0,0.0,126
600882.SH,妙可蓝多,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,5分钟,48.41,50.0,1.59,0.03,-0.05,0.03,0.0,126
600882.SH,妙可蓝多,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,15分钟,45.24,52.38,2.38,0.05,-0.05,0.04,0.0,126
600882.SH,妙可蓝多,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,30分钟,42.86,54.76,2.38,0.05,-0.05,0.03,0.0,126
600882.SH,妙可蓝多,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1小时,49.21,49.21,1.59,0.05,-0.05,0.04,0.0,126
600882.SH,妙可蓝多,1-3,今天1-3%，明天概率情况,竞价,34.94,55.42,9.64,-1.6,-1.6,-1.6,1.65,83
600882.SH,妙可蓝多,1-3,今天1-3%，明天概率情况,1分钟,34.94,55.42,9.64,0.0,0.0,0.0,0.0,83
600882.SH,妙可蓝多,1-3,今天1-3%，明天概率情况,5分钟,38.55,57.83,3.61,0.09,-0.04,0.08,0.0,83
600882.SH,妙可蓝多,1-3,今天1-3%，明天概率情况,15分钟,40.96,59.04,0.0,0.1,-0.04,0.09,0.0,83
600882.SH,妙可蓝多,1-3,今天1-3%，明天概率情况,30分钟,37.35,56.63,6.02,0.12,-0.08,0.12,0.0,83
600882.SH,妙可蓝多,1-3,今天1-3%，明天概率情况,1小时,40.96,56.63,2.41,0.12,-0.08,0.12,0.0,83
600882.SH,妙可蓝多,small_down,今天小跌(-1% ~ 0)，明天概率情况,竞价,35.71,50.0,14.29,0.23,0.23,0.23,0.18,84
600882.SH,妙可蓝多,small_down,今天小跌(-1% ~ 0)，明天概率情况,1分钟,35.71,51.19,13.1,0.0,0.0,0.0,0.0,84
600882.SH,妙可蓝多,small_down,今天小跌(-1% ~ 0)，明天概率情况,5分钟,40.48,58.33,1.19,0.06,-0.12,0.04,0.0,84
600882.SH,妙可蓝多,small_down,今天小跌(-1% ~ 0)，明天概率情况,15分钟,38.1,60.71,1.19,0.06,-0.12,0.04,0.0,84
600882.SH,妙可蓝多,small_down,今天小跌(-1% ~ 0)，明天概率情况,30分钟,40.48,58.33,1.19,0.06,-0.12,0.05,0.0,84
600882.SH,妙可蓝多,small_down,今天小跌(-1% ~ 0)，明天概率情况,1小时,33.33,65.48,1.19,0.1,-0.12,0.07,0.0,84
600882.SH,妙可蓝多,micro_up,今天微涨(0 ~ 1%)，明天概率情况,竞价,36.67,47.78,15.56,0.39,0.18,0.18,0.38,90
600882.SH,妙可蓝多,micro_up,今天微涨(0 ~ 1%)，明天概率情况,1分钟,36.67,47.78,15.56,0.0,0.0,0.0,0.0,90
600882.SH,妙可蓝多,micro_up,今天微涨(0 ~ 1%)，明天概率情况,5分钟,43.33,54.44,2.22,0.07,-0.03,0.07,0.0,90
600882.SH,妙可蓝多,micro_up,今天微涨(0 ~ 1%)，明天概率情况,15分钟,44.44,55.56,0.0,0.07,-0.04,0.05,0.0,90
600882.SH,妙可蓝多,micro_up,今天微涨(0 ~ 1%)，明天概率情况,30分钟,45.56,53.33,1.11,0.07,-0.04,0.05,0.0,90
600882.SH,妙可蓝多,micro_up,今天微涨(0 ~ 1%)，明天概率情况,1小时,46.67,52.22,1.11,0.07,-0.05,0.05,0.0,90
600882.SH,妙可蓝多,3-5,今天3-5%，明天概率情况,竞价,41.94,41.94,16.13,0.08,0.08,0.08,0.73,31
600882.SH,妙可蓝多,3-5,今天3-5%，明天概率情况,1分钟,41.94,38.71,19.35,0.0,0.0,0.0,0.0,31
600882.SH,妙可蓝多,3-5,今天3-5%，明天概率情况,5分钟,54.84,45.16,0.0,0.1,-0.08,0.09,0.0,31
600882.SH,妙可蓝多,3-5,今天3-5%，明天概率情况,15分钟,58.06,38.71,3.23,0.14,-0.08,0.14,0.0,31
