股票代码,股票名称,当日涨幅,场景描述,时间段,涨概率,跌概率,平概率,最大涨幅,最小涨幅,收盘涨幅,成交量占比,样本数
002481.SZ,双塔食品,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,竞价,37.19,41.32,21.49,0.0,-0.5,-0.33,0.47,121
002481.SZ,双塔食品,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1分钟,42.98,42.15,14.88,0.0,0.0,0.0,0.0,121
002481.SZ,双塔食品,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,5分钟,41.32,49.59,9.09,0.08,-0.04,0.08,0.0,121
002481.SZ,双塔食品,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,15分钟,41.32,49.59,9.09,0.08,-0.05,0.04,0.0,121
002481.SZ,双塔食品,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,30分钟,42.98,52.07,4.96,0.08,-0.07,0.04,0.0,121
002481.SZ,双塔食品,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1小时,42.98,52.07,4.96,0.08,-0.08,0.04,0.0,121
002481.SZ,双塔食品,1-3,今天1-3%，明天概率情况,竞价,23.23,51.52,25.25,0.5,-0.17,0.5,0.31,99
002481.SZ,双塔食品,1-3,今天1-3%，明天概率情况,1分钟,32.32,52.53,15.15,0.0,0.0,0.0,0.0,99
002481.SZ,双塔食品,1-3,今天1-3%，明天概率情况,5分钟,36.36,53.54,10.1,0.1,-0.07,0.1,0.0,99
002481.SZ,双塔食品,1-3,今天1-3%，明天概率情况,15分钟,47.47,46.46,6.06,0.1,-0.07,0.1,0.0,99
002481.SZ,双塔食品,1-3,今天1-3%，明天概率情况,30分钟,37.37,50.51,12.12,0.1,-0.07,0.1,0.0,99
002481.SZ,双塔食品,1-3,今天1-3%，明天概率情况,1小时,44.44,49.49,6.06,0.1,-0.07,0.1,0.0,99
002481.SZ,双塔食品,small_down,今天小跌(-1% ~ 0)，明天概率情况,竞价,38.04,44.57,17.39,-0.5,-0.67,-0.67,0.54,92
002481.SZ,双塔食品,small_down,今天小跌(-1% ~ 0)，明天概率情况,1分钟,34.78,46.74,18.48,0.0,0.0,0.0,0.0,92
002481.SZ,双塔食品,small_down,今天小跌(-1% ~ 0)，明天概率情况,5分钟,39.13,50.0,10.87,0.07,-0.03,0.06,0.0,92
002481.SZ,双塔食品,small_down,今天小跌(-1% ~ 0)，明天概率情况,15分钟,42.39,48.91,8.7,0.07,-0.03,0.05,0.0,92
002481.SZ,双塔食品,small_down,今天小跌(-1% ~ 0)，明天概率情况,30分钟,39.13,47.83,13.04,0.07,-0.03,0.04,0.0,92
002481.SZ,双塔食品,small_down,今天小跌(-1% ~ 0)，明天概率情况,1小时,41.3,54.35,4.35,0.07,-0.04,0.07,0.0,92
002481.SZ,双塔食品,micro_up,今天微涨(0 ~ 1%)，明天概率情况,竞价,27.16,39.51,33.33,0.0,-0.49,0.0,0.26,81
