股票代码,股票名称,当日涨幅,场景描述,时间段,涨概率,跌概率,平概率,最大涨幅,最小涨幅,收盘涨幅,成交量占比,样本数
600110.SH,诺德股份,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,竞价,26.32,48.25,25.44,-0.5,-0.5,-0.5,0.83,114
600110.SH,诺德股份,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1分钟,26.32,48.25,25.44,0.0,0.0,0.0,0.0,114
600110.SH,诺德股份,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,5分钟,41.23,45.61,13.16,0.05,-0.09,0.04,0.0,114
600110.SH,诺德股份,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,15分钟,47.37,49.12,3.51,0.05,-0.09,0.05,0.0,114
600110.SH,诺德股份,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,30分钟,45.61,49.12,5.26,0.05,-0.09,0.04,0.0,114
600110.SH,诺德股份,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1小时,46.49,50.0,3.51,0.05,-0.09,0.03,0.0,114
600110.SH,诺德股份,micro_up,今天微涨(0 ~ 1%)，明天概率情况,竞价,35.96,34.83,29.21,0.24,0.24,0.24,0.36,89
600110.SH,诺德股份,micro_up,今天微涨(0 ~ 1%)，明天概率情况,1分钟,35.23,35.23,29.55,0.0,0.0,0.0,0.0,88
600110.SH,诺德股份,micro_up,今天微涨(0 ~ 1%)，明天概率情况,5分钟,44.32,48.86,6.82,0.05,-0.07,0.03,0.0,88
600110.SH,诺德股份,micro_up,今天微涨(0 ~ 1%)，明天概率情况,15分钟,42.05,50.0,7.95,0.05,-0.1,0.04,0.0,88
600110.SH,诺德股份,micro_up,今天微涨(0 ~ 1%)，明天概率情况,30分钟,42.05,53.41,4.55,0.05,-0.11,0.03,0.0,88
600110.SH,诺德股份,micro_up,今天微涨(0 ~ 1%)，明天概率情况,1小时,40.91,54.55,4.55,0.05,-0.11,0.03,0.0,88
600110.SH,诺德股份,small_down,今天小跌(-1% ~ 0)，明天概率情况,竞价,37.37,33.33,29.29,0.0,0.0,0.0,0.44,99
600110.SH,诺德股份,small_down,今天小跌(-1% ~ 0)，明天概率情况,1分钟,38.78,32.65,28.57,0.0,0.0,0.0,0.0,98
600110.SH,诺德股份,small_down,今天小跌(-1% ~ 0)，明天概率情况,5分钟,41.84,45.92,12.24,0.04,-0.03,0.03,0.0,98
600110.SH,诺德股份,small_down,今天小跌(-1% ~ 0)，明天概率情况,15分钟,51.02,44.9,4.08,0.04,-0.03,0.03,0.0,98
600110.SH,诺德股份,small_down,今天小跌(-1% ~ 0)，明天概率情况,30分钟,45.92,42.86,11.22,0.05,-0.04,0.04,0.0,98
600110.SH,诺德股份,small_down,今天小跌(-1% ~ 0)，明天概率情况,1小时,43.88,48.98,7.14,0.05,-0.04,0.04,0.0,98
600110.SH,诺德股份,1-3,今天1-3%，明天概率情况,竞价,27.63,38.16,34.21,0.12,0.12,0.12,1.48,76
600110.SH,诺德股份,1-3,今天1-3%，明天概率情况,1分钟,28.95,39.47,31.58,0.0,0.0,0.0,0.0,76
600110.SH,诺德股份,1-3,今天1-3%，明天概率情况,5分钟,36.84,46.05,17.11,0.06,-0.04,0.04,0.0,76
600110.SH,诺德股份,1-3,今天1-3%，明天概率情况,15分钟,43.42,53.95,2.63,0.09,-0.07,0.07,0.0,76
600110.SH,诺德股份,1-3,今天1-3%，明天概率情况,30分钟,42.11,53.95,3.95,0.13,-0.08,0.1,0.0,76
600110.SH,诺德股份,1-3,今天1-3%，明天概率情况,1小时,39.47,53.95,6.58,0.13,-0.08,0.1,0.0,76
600110.SH,诺德股份,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,竞价,25.81,51.61,22.58,0.0,0.0,0.0,0.3,31
600110.SH,诺德股份,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,1分钟,25.0,53.12,21.88,0.0,0.0,0.0,0.0,32
600110.SH,诺德股份,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,5分钟,59.38,40.62,0.0,0.15,-0.08,0.14,0.0,32
600110.SH,诺德股份,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,15分钟,46.88,46.88,6.25,0.18,-0.08,0.12,0.0,32
600110.SH,诺德股份,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,30分钟,46.88,50.0,3.12,0.21,-0.09,0.14,0.0,32
600110.SH,诺德股份,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,1小时,62.5,37.5,0.0,0.21,-0.13,0.17,0.0,32
600110.SH,诺德股份,7-9,今天7-9%，明天概率情况,竞价,42.86,42.86,14.29,-0.23,-0.23,-0.23,0.48,7
600110.SH,诺德股份,7-9,今天7-9%，明天概率情况,1分钟,42.86,42.86,14.29,0.0,0.0,0.0,0.0,7
600110.SH,诺德股份,7-9,今天7-9%，明天概率情况,5分钟,57.14,42.86,0.0,1.45,-0.83,1.45,0.0,7
600110.SH,诺德股份,7-9,今天7-9%，明天概率情况,15分钟,42.86,57.14,0.0,1.45,-0.83,1.03,0.0,7
600110.SH,诺德股份,7-9,今天7-9%，明天概率情况,30分钟,42.86,42.86,14.29,1.45,-0.94,0.95,0.0,7
600110.SH,诺德股份,7-9,今天7-9%，明天概率情况,1小时,42.86,42.86,14.29,1.45,-1.03,1.2,0.0,7
600110.SH,诺德股份,3-5,今天3-5%，明天概率情况,竞价,45.45,27.27,27.27,-0.37,-0.49,-0.49,1.78,22
600110.SH,诺德股份,3-5,今天3-5%，明天概率情况,1分钟,45.45,27.27,27.27,0.0,0.0,0.0,0.0,22
600110.SH,诺德股份,3-5,今天3-5%，明天概率情况,5分钟,59.09,36.36,4.55,0.17,-0.09,0.12,0.0,22
600110.SH,诺德股份,3-5,今天3-5%，明天概率情况,15分钟,54.55,45.45,0.0,0.2,-0.13,0.17,0.0,22
600110.SH,诺德股份,3-5,今天3-5%，明天概率情况,30分钟,45.45,40.91,13.64,0.33,-0.16,0.32,0.0,22
600110.SH,诺德股份,3-5,今天3-5%，明天概率情况,1小时,54.55,40.91,4.55,0.33,-0.17,0.29,0.0,22
600110.SH,诺德股份,flat,今天平开(涨幅=0%)  ，明天概率情况,竞价,44.44,44.44,11.11,-0.25,-0.25,-0.25,0.87,18
600110.SH,诺德股份,flat,今天平开(涨幅=0%)  ，明天概率情况,1分钟,44.44,44.44,11.11,0.0,0.0,0.0,0.0,18
