股票代码,股票名称,当日涨幅,场景描述,时间段,涨概率,跌概率,平概率,最大涨幅,最小涨幅,收盘涨幅,成交量占比,样本数
605305.SH,中际联合,micro_up,今天微涨(0 ~ 1%)，明天概率情况,竞价,28.42,51.58,20.0,-0.09,-0.09,-0.09,0.17,95
605305.SH,中际联合,micro_up,今天微涨(0 ~ 1%)，明天概率情况,1分钟,27.37,51.58,21.05,0.0,0.0,0.0,0.0,95
605305.SH,中际联合,micro_up,今天微涨(0 ~ 1%)，明天概率情况,5分钟,32.63,65.26,2.11,0.04,-0.06,0.03,0.0,95
605305.SH,中际联合,micro_up,今天微涨(0 ~ 1%)，明天概率情况,15分钟,40.0,60.0,0.0,0.05,-0.07,0.04,0.0,95
605305.SH,中际联合,micro_up,今天微涨(0 ~ 1%)，明天概率情况,30分钟,38.95,60.0,1.05,0.05,-0.08,0.04,0.0,95
605305.SH,中际联合,micro_up,今天微涨(0 ~ 1%)，明天概率情况,1小时,44.21,52.63,3.16,0.08,-0.08,0.08,0.0,95
605305.SH,中际联合,small_down,今天小跌(-1% ~ 0)，明天概率情况,竞价,37.5,47.5,15.0,0.11,0.11,0.11,0.49,80
605305.SH,中际联合,small_down,今天小跌(-1% ~ 0)，明天概率情况,1分钟,37.5,47.5,15.0,0.0,0.0,0.0,0.0,80
605305.SH,中际联合,small_down,今天小跌(-1% ~ 0)，明天概率情况,5分钟,40.0,58.75,1.25,0.12,-0.11,0.1,0.0,80
605305.SH,中际联合,small_down,今天小跌(-1% ~ 0)，明天概率情况,15分钟,38.75,60.0,1.25,0.12,-0.11,0.1,0.0,80
605305.SH,中际联合,small_down,今天小跌(-1% ~ 0)，明天概率情况,30分钟,42.5,57.5,0.0,0.12,-0.11,0.11,0.0,80
605305.SH,中际联合,small_down,今天小跌(-1% ~ 0)，明天概率情况,1小时,52.5,46.25,1.25,0.12,-0.11,0.11,0.0,80
605305.SH,中际联合,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,竞价,25.4,57.94,16.67,0.0,0.0,0.0,0.61,126
605305.SH,中际联合,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1分钟,26.19,57.94,15.87,0.0,0.0,0.0,0.0,126
605305.SH,中际联合,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,5分钟,36.51,61.9,1.59,0.06,-0.23,0.06,0.0,126
605305.SH,中际联合,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,15分钟,37.3,61.9,0.79,0.08,-0.23,0.08,0.0,126
605305.SH,中际联合,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,30分钟,38.89,60.32,0.79,0.08,-0.24,0.07,0.0,126
605305.SH,中际联合,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1小时,34.13,61.9,3.97,0.08,-0.24,0.06,0.0,126
605305.SH,中际联合,1-3,今天1-3%，明天概率情况,竞价,32.18,54.02,13.79,-0.22,-0.22,-0.22,1.6,87
605305.SH,中际联合,1-3,今天1-3%，明天概率情况,1分钟,32.18,54.02,13.79,0.0,0.0,0.0,0.0,87
605305.SH,中际联合,1-3,今天1-3%，明天概率情况,5分钟,42.53,55.17,2.3,0.06,-0.05,0.05,0.0,87
605305.SH,中际联合,1-3,今天1-3%，明天概率情况,15分钟,47.13,51.72,1.15,0.07,-0.05,0.06,0.0,87
605305.SH,中际联合,1-3,今天1-3%，明天概率情况,30分钟,49.43,50.57,0.0,0.07,-0.06,0.05,0.0,87
605305.SH,中际联合,1-3,今天1-3%，明天概率情况,1小时,43.68,54.02,2.3,0.07,-0.07,0.07,0.0,87
605305.SH,中际联合,flat,今天平开(涨幅=0%)  ，明天概率情况,竞价,37.5,62.5,0.0,0.64,0.28,0.64,0.64,8
605305.SH,中际联合,flat,今天平开(涨幅=0%)  ，明天概率情况,1分钟,37.5,62.5,0.0,0.0,0.0,0.0,0.0,8
605305.SH,中际联合,flat,今天平开(涨幅=0%)  ，明天概率情况,5分钟,37.5,62.5,0.0,0.25,-0.31,0.1,0.0,8
605305.SH,中际联合,flat,今天平开(涨幅=0%)  ，明天概率情况,15分钟,25.0,62.5,12.5,0.25,-0.31,0.04,0.0,8
605305.SH,中际联合,flat,今天平开(涨幅=0%)  ，明天概率情况,30分钟,12.5,87.5,0.0,0.25,-0.32,0.2,0.0,8
605305.SH,中际联合,flat,今天平开(涨幅=0%)  ，明天概率情况,1小时,50.0,50.0,0.0,0.25,-0.35,0.17,0.0,8
605305.SH,中际联合,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,竞价,30.56,47.22,22.22,0.66,0.66,0.66,0.49,36
605305.SH,中际联合,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,1分钟,30.56,50.0,19.44,0.0,0.0,0.0,0.0,36
605305.SH,中际联合,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,5分钟,55.56,41.67,2.78,0.12,-0.18,0.07,0.0,36
605305.SH,中际联合,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,15分钟,58.33,41.67,0.0,0.16,-0.22,0.13,0.0,36
605305.SH,中际联合,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,30分钟,58.33,41.67,0.0,0.16,-0.27,0.13,0.0,36
605305.SH,中际联合,limit_down,今天跌停(-5% ~ -7%)，明天概率情况,1小时,63.89,36.11,0.0,0.16,-0.28,0.13,0.0,36
605305.SH,中际联合,3-5,今天3-5%，明天概率情况,竞价,45.45,50.0,4.55,-0.44,-0.44,-0.44,0.42,22
605305.SH,中际联合,3-5,今天3-5%，明天概率情况,1分钟,45.45,50.0,4.55,0.0,0.0,0.0,0.0,22
605305.SH,中际联合,3-5,今天3-5%，明天概率情况,5分钟,50.0,50.0,0.0,0.3,-0.18,0.26,0.0,22
605305.SH,中际联合,3-5,今天3-5%，明天概率情况,15分钟,50.0,50.0,0.0,0.3,-0.18,0.27,0.0,22
605305.SH,中际联合,3-5,今天3-5%，明天概率情况,30分钟,45.45,54.55,0.0,0.31,-0.18,0.26,0.0,22
605305.SH,中际联合,3-5,今天3-5%，明天概率情况,1小时,45.45,50.0,4.55,0.31,-0.18,0.25,0.0,22
605305.SH,中际联合,5-7,今天5-7%，明天概率情况,竞价,31.25,43.75,25.0,-1.16,-1.16,-1.16,2.68,16
605305.SH,中际联合,5-7,今天5-7%，明天概率情况,1分钟,31.25,43.75,25.0,0.0,0.0,0.0,0.0,16
605305.SH,中际联合,5-7,今天5-7%，明天概率情况,5分钟,37.5,62.5,0.0,0.62,-0.22,0.35,0.0,16
605305.SH,中际联合,5-7,今天5-7%，明天概率情况,15分钟,43.75,56.25,0.0,0.62,-0.29,0.23,0.0,16
605305.SH,中际联合,5-7,今天5-7%，明天概率情况,30分钟,43.75,56.25,0.0,0.62,-0.32,0.38,0.0,16
605305.SH,中际联合,5-7,今天5-7%，明天概率情况,1小时,43.75,50.0,6.25,0.62,-0.32,0.49,0.0,16
605305.SH,中际联合,large_down,今天大跌(-5% ~ -3%)，明天概率情况,竞价,60.0,40.0,0.0,1.15,1.15,1.15,0.11,5
605305.SH,中际联合,large_down,今天大跌(-5% ~ -3%)，明天概率情况,1分钟,60.0,40.0,0.0,0.0,0.0,0.0,0.0,5
605305.SH,中际联合,large_down,今天大跌(-5% ~ -3%)，明天概率情况,5分钟,20.0,80.0,0.0,0.59,-0.44,0.54,0.0,5
605305.SH,中际联合,large_down,今天大跌(-5% ~ -3%)，明天概率情况,15分钟,60.0,40.0,0.0,0.59,-0.62,0.46,0.0,5
605305.SH,中际联合,large_down,今天大跌(-5% ~ -3%)，明天概率情况,30分钟,40.0,60.0,0.0,0.59,-0.62,0.58,0.0,5
605305.SH,中际联合,large_down,今天大跌(-5% ~ -3%)，明天概率情况,1小时,40.0,60.0,0.0,0.92,-0.62,0.63,0.0,5
605305.SH,中际联合,涨停,今天涨停()涨停，明天概率情况,竞价,100.0,0.0,0.0,0.99,0.03,0.03,11.05,2
605305.SH,中际联合,涨停,今天涨停()涨停，明天概率情况,1分钟,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2
605305.SH,中际联合,涨停,今天涨停()涨停，明天概率情况,5分钟,100.0,0.0,0.0,2.32,-0.38,2.23,0.0,2
605305.SH,中际联合,涨停,今天涨停()涨停，明天概率情况,15分钟,100.0,0.0,0.0,2.32,-0.38,0.77,0.0,2
605305.SH,中际联合,涨停,今天涨停()涨停，明天概率情况,30分钟,100.0,0.0,0.0,2.32,-0.38,0.81,0.0,2
605305.SH,中际联合,涨停,今天涨停()涨停，明天概率情况,1小时,100.0,0.0,0.0,2.32,-0.38,1.21,0.0,2
605305.SH,中际联合,7-9,今天7-9%，明天概率情况,竞价,25.0,50.0,25.0,-1.13,-1.13,-1.13,1.04,4
605305.SH,中际联合,7-9,今天7-9%，明天概率情况,1分钟,25.0,50.0,25.0,0.0,0.0,0.0,0.0,4
605305.SH,中际联合,7-9,今天7-9%，明天概率情况,5分钟,25.0,75.0,0.0,1.04,-1.05,0.99,0.0,4
605305.SH,中际联合,7-9,今天7-9%，明天概率情况,15分钟,25.0,75.0,0.0,1.17,-1.41,0.82,0.0,4
605305.SH,中际联合,7-9,今天7-9%，明天概率情况,30分钟,25.0,75.0,0.0,1.17,-2.2,0.27,0.0,4
605305.SH,中际联合,7-9,今天7-9%，明天概率情况,1小时,25.0,75.0,0.0,1.17,-2.2,0.4,0.0,4
