股票代码,股票名称,当日涨幅,场景描述,时间段,涨概率,跌概率,平概率,最大涨幅,最小涨幅,收盘涨幅,成交量占比,样本数
605088.SH,冠盛股份,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,竞价,32.74,56.64,10.62,0.06,0.06,0.06,0.09,113
605088.SH,冠盛股份,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1分钟,35.4,55.75,8.85,0.0,0.0,0.0,0.0,113
605088.SH,冠盛股份,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,5分钟,51.33,44.25,4.42,0.09,-0.08,0.09,0.0,113
605088.SH,冠盛股份,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,15分钟,47.79,47.79,4.42,0.09,-0.08,0.09,0.0,113
605088.SH,冠盛股份,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,30分钟,47.79,50.44,1.77,0.09,-0.08,0.09,0.0,113
605088.SH,冠盛股份,medium_down,今天中跌(-3% ~ -1%)，明天概率情况,1小时,50.44,46.02,3.54,0.09,-0.08,0.09,0.0,113
605088.SH,冠盛股份,7-9,今天7-9%，明天概率情况,竞价,42.86,57.14,0.0,-1.36,-1.36,-1.36,4.3,7
605088.SH,冠盛股份,7-9,今天7-9%，明天概率情况,1分钟,42.86,57.14,0.0,0.0,0.0,0.0,0.0,7
605088.SH,冠盛股份,7-9,今天7-9%，明天概率情况,5分钟,42.86,57.14,0.0,1.43,-0.51,1.11,0.0,7
605088.SH,冠盛股份,7-9,今天7-9%，明天概率情况,15分钟,42.86,57.14,0.0,1.43,-0.52,0.59,0.0,7
605088.SH,冠盛股份,7-9,今天7-9%，明天概率情况,30分钟,42.86,57.14,0.0,1.43,-0.52,0.98,0.0,7
605088.SH,冠盛股份,7-9,今天7-9%，明天概率情况,1小时,57.14,42.86,0.0,1.43,-0.6,0.83,0.0,7
605088.SH,冠盛股份,5-7,今天5-7%，明天概率情况,竞价,20.0,73.33,6.67,-0.5,-0.5,-0.5,0.51,15
605088.SH,冠盛股份,5-7,今天5-7%，明天概率情况,1分钟,20.0,73.33,6.67,0.0,0.0,0.0,0.0,15
605088.SH,冠盛股份,5-7,今天5-7%，明天概率情况,5分钟,33.33,66.67,0.0,0.5,-0.25,0.43,0.0,15
605088.SH,冠盛股份,5-7,今天5-7%，明天概率情况,15分钟,53.33,46.67,0.0,0.66,-0.25,0.64,0.0,15
605088.SH,冠盛股份,5-7,今天5-7%，明天概率情况,30分钟,53.33,46.67,0.0,0.67,-0.25,0.67,0.0,15
605088.SH,冠盛股份,5-7,今天5-7%，明天概率情况,1小时,53.33,46.67,0.0,0.67,-0.25,0.67,0.0,15
605088.SH,冠盛股份,small_down,今天小跌(-1% ~ 0)，明天概率情况,竞价,36.71,53.16,10.13,-0.62,-0.62,-0.62,0.41,79
605088.SH,冠盛股份,small_down,今天小跌(-1% ~ 0)，明天概率情况,1分钟,37.97,50.63,11.39,0.0,0.0,0.0,0.0,79
605088.SH,冠盛股份,small_down,今天小跌(-1% ~ 0)，明天概率情况,5分钟,48.1,49.37,2.53,0.07,-0.1,0.06,0.0,79
605088.SH,冠盛股份,small_down,今天小跌(-1% ~ 0)，明天概率情况,15分钟,45.57,53.16,1.27,0.09,-0.1,0.08,0.0,79
605088.SH,冠盛股份,small_down,今天小跌(-1% ~ 0)，明天概率情况,30分钟,41.77,54.43,3.8,0.09,-0.1,0.07,0.0,79
605088.SH,冠盛股份,small_down,今天小跌(-1% ~ 0)，明天概率情况,1小时,45.57,51.9,2.53,0.13,-0.1,0.13,0.0,79
605088.SH,冠盛股份,1-3,今天1-3%，明天概率情况,竞价,46.67,45.56,7.78,-1.07,-1.07,-1.07,0.07,90
605088.SH,冠盛股份,1-3,今天1-3%，明天概率情况,1分钟,46.67,43.33,10.0,0.0,0.0,0.0,0.0,90
605088.SH,冠盛股份,1-3,今天1-3%，明天概率情况,5分钟,41.11,57.78,1.11,0.11,-0.1,0.11,0.0,90
605088.SH,冠盛股份,1-3,今天1-3%，明天概率情况,15分钟,42.22,55.56,2.22,0.11,-0.11,0.11,0.0,90
605088.SH,冠盛股份,1-3,今天1-3%，明天概率情况,30分钟,41.11,57.78,1.11,0.11,-0.11,0.11,0.0,90
